NewsHeadline	Phrase	SOHuman	Pattern	NewsCategory
Déficit da Previdência é R$ 2,6 bilhões em maio	bilhões em maio	0	n prp n	Economia e negócios
Déficit da Previdência é R$ 2,6 bilhões em maio	déficit da previdência	-1	n prp n	Economia e negócios
Demanda da Geórgia para interromper a ajuda humanitária na Ossétia do Sul indigna Moscou	demanda da geórgia	0	n prp n	Política e conflitos
Democrata exige recontagem dos votos em New Hampshire	recontagem dos votos	0	n prp n	Política e conflitos
Democratas cristãos ganham cadeira extra em Dresden e consolidam vitória nas eleições federais na Alemanha	vitória nas eleições	1	n prp n	Política e conflitos
Democratas vão às urnas para últimas primárias do partido	primárias do partido	0	n prp n	Política e conflitos
Denise Abreu levanta suspeitas sobre venda da Varig	suspeitas sobre venda	-2	n prp n	Economia e negócios
Denúncias de corrupção ameaçam Ministro da Fazenda do Brasil	denúncias de corrupção	-2	n prp n	Política e conflitos
Denúncias de corrupção política ameaçam o Brasil	denúncias de corrupção	-2	n prp n	Política e conflitos
Denúncias de escândalos ameaçam a ONU	denúncias de escândalos	-2	n prp n	Política e conflitos
Departamento de Defesa dos EUA diz que história da revista Newsweek é falsa	história da revista	0	n prp n	Política e conflitos
Depois de fracasso da missão, OEA diz que há espaço para últimos esforços em Honduras	fracasso da missão	-2	n prp n	Política e conflitos
Depois do Brasil, governo da Argentina reconhece a existência do Estado palestino	existência do estado	0	n prp n	Política e conflitos
Depois que Bush deixa a Rússia, jornalista de agência russa questiona intelecto do presidente	intelecto do presidente	0	n prp n	Política e conflitos
Depois que Bush deixa a Rússia, jornalista de agência russa questiona intelecto do presidente	jornalista de agência	0	n prp n	Política e conflitos
Deposto do poder, Baby Doc retorna ao Haiti no momento de mudança política no país	deposto do poder	-1	n prp n	Política e conflitos
Deposto do poder, Baby Doc retorna ao Haiti no momento de mudança política no país	momento de mudança	0	n prp n	Política e conflitos
Depressão pode começar nos primeiros anos de vida, mas nem sempre é tratada	anos de vida	1	n prp n	Saúde
Deputada federal diz que investiga suposta movimentação de dinheiro pelo PT em Miami	movimentação de dinheiro	0	n prp n	Política e conflitos
Deputada quer acabar com palmada no bumbum	palmada no bumbum	-1	n prp n	Política e conflitos
Deputado brasileiro da Igreja Universal do Reino de Deus é detido com 7 malas de dinheiro	brasileiro da igreja	0	n prp n	Política e conflitos
Deputado brasileiro da Igreja Universal do Reino de Deus é detido com 7 malas de dinheiro	malas de dinheiro	1	n prp n	Política e conflitos
Deputado brasileiro da oposição admite ter recebido dinheiro irregular	brasileiro da oposição	-1	n prp n	Política e conflitos
Deputado brasileiro José Mentor recebeu dinheiro de empresa de Marcos Valério	dinheiro de empresa	0	n prp n	Política e conflitos
Deputado brasileiro manifesta apoio a guerrilheiro das FARC	apoio a guerrilheiro	1	n prp n	Política e conflitos
Deputado diz que recebeu dinheiro das contas de Marcos Valério	dinheiro das contas	0	n prp n	Política e conflitos
Deputado Edmar Moreira será réu no STF em ação sobre crimes tributários	ação sobre crimes	-1	n prp n	Economia e negócios
Deputado envolvido no escândalo da cueca é absolvido	escândalo da cueca	-2	n prp n	Política e conflitos
Deputado propõe medidas para redução de custos	medidas para redução	2	n prp n	Economia e negócios
Deputado protocola PEC que retoma obrigatoriedade do diploma de jornalismo	obrigatoriedade do diploma	0	n prp n	Política e conflitos
Deputado que mandou a opinião pública se lixar sobre o pedido de absolvição do deputado do castelo no Conselho de Ética, é acusado pelo MPF de gastar o dinheiro público para ligações de disque-sexo	deputado do castelo	0	n prp n	Política e conflitos
Deputado que mandou a opinião pública se lixar sobre o pedido de absolvição do deputado do castelo no Conselho de Ética, é acusado pelo MPF de gastar o dinheiro público para ligações de disque-sexo	ligações de disque-sexo	0	n prp n	Política e conflitos
Deputado que mandou a opinião pública se lixar sobre o pedido de absolvição do deputado do castelo no Conselho de Ética, é acusado pelo MPF de gastar o dinheiro público para ligações de disque-sexo	pedido de absolvição	1	n prp n	Política e conflitos
Deputado que mandou a opinião pública se lixar, sobre o pedido de absolvição do deputado do castelo no Conselho de Ética, ataca a imprensa no Plenário da Câmara e provoca mais indignação no Brasil	plenário da câmara	0	n prp n	Política e conflitos
Deputado Roberto Jefferson depõe nesta quinta-feira na CPI dos Correios do Brasil	quinta-feira na cpi	0	n prp n	Política e conflitos
Deputados apresentam 823 emendas para modificar projetos do pré-sal	projetos do pré-sal	0	n prp n	Política e conflitos
Deputados brasileiros discutem lei sobre sexo e nudismo na TV	lei sobre sexo	0	n prp n	Política e conflitos
Deputados brasileiros discutem lei sobre sexo e nudismo na TV	nudismo na tv	0	n prp n	Política e conflitos
Deputados brasileiros discutem projeto que obriga mistura da farinha de trigo com mandioca	mistura da farinha	0	n prp n	Economia e negócios
Deputados brasileiros discutem projeto que obriga mistura da farinha de trigo com mandioca	trigo com mandioca	0	n prp n	Política e conflitos
Deputados brasileiros endurecem lei contra milícias, justiceiros e segurança informal	lei contra milícias	1	n prp n	Política e conflitos
Deputados discutem incentivo ao software livre no Brasil	incentivo ao software	1	n prp n	Política e conflitos
Deputados exigem a saída do relator do processo conta Edmar Moreira do Escândalo do Castelo que mandou a opinião pública se lixar	relator do processo	0	n prp n	Política e conflitos
Desaconselhar viagens não resolve problema de propagação da gripe suína, diz comissária da UE	problema de propagação	-2	n prp n	Saúde
Desapropriações e intervenções causam temores entre produtores venezuelanos	temores entre produtores	-1	n prp n	Economia e negócios
Desigualdade ainda pesa contra as mulheres no mercado de trabalho	mulheres no mercado	0	n prp n	Economia e negócios
Destinação correta de embalagens de agrotóxicos cresce 17% no primeiro semestre	embalagens de agrotóxicos	0	n prp n	Economia e negócios
Detenção do líder do Manifesto da Lunda	detenção do líder	-1	n prp n	Política e conflitos
Detido na Índia, médico responsável por esterilizações que levaram 13 mulheres à morte	mulheres à morte	-3	n prp n	Saúde
Dezenas de mortos depois que os atiradores atacaram a tiros e granadas a recepção de casamento na Turquia	dezenas de mortos	-3	n prp n	Saúde
Dezenas de mortos depois que os atiradores atacaram a tiros e granadas a recepção de casamento na Turquia	granadas a recepção	-1	n prp n	Saúde
Dezenove países boicotam entrega do Prêmio Nobel da Paz ao dissidente chinês Lin Xiaobo	países boicotam entrega	-1	n prp n	Política e conflitos
Dezoito milhões de pessoas serão vacinadas contra a gripe A até o primeiro semestre de 2010	milhões de pessoas	0	n prp n	Saúde
DF vai adiar retorno de férias para capacitar professores sobre gripe suína	professores sobre gripe	0	n prp n	Saúde
DF vai adiar retorno de férias para capacitar professores sobre gripe suína	retorno de férias	0	n prp n	Saúde
Dia de combate ao tabagismo alerta sobre os riscos de ser fumante passivo	dia de combate	1	n prp n	Saúde
Dia de crises no mercado global	dia de crises	-1	n prp n	Economia e negócios
Dia de eleições gerais em Moçambique	dia de eleições	1	n prp n	Política e conflitos
Dia de eleições nos Estados Unidos:Obama x McCain	dia de eleições	1	n prp n	Política e conflitos
Dia Mundial do Diabetes chama a atenção para avanço da doença entre crianças e jovens	atenção para avanço	1	n prp n	Saúde
Dia Mundial do Diabetes chama a atenção para avanço da doença entre crianças e jovens	doença entre crianças	-2	n prp n	Saúde
Diariamente mais de 80 usuários de drogas tentam deixar o vício	usuários de drogas	-2	n prp n	Saúde
Diário Oficial publica decreto que reintroduz pagamento de diárias para ministros	pagamento de diárias	0	n prp n	Política e conflitos
Diário Oficial publica resolução que suspende importação e venda de próteses holandesas no Brasil	venda de próteses	0	n prp n	Saúde
Dilma diz que caso de Sakineh é questão de direitos humanos, mas evita entrar em detalhes	questão de direitos	0	n prp n	Política e conflitos
Dilma empata pela primeira vez com Serra nas intenções de voto para 2010, diz CNT/Census	intenções de voto	0	n prp n	Política e conflitos
Dilma nega ter encontrado secretária para por fim às investigações do filho de Sarney	investigações do filho	1	n prp n	Economia e negócios
Dinamarca sofre ataques após republicação de charges	republicação de charges	0	n prp n	Política e conflitos
Dinheiro irregular pagou a festa da posse de Lula	festa da posse	1	n prp n	Política e conflitos
Diretor da Anvisa diz que passageiros do avião em que morreu adolescente serão monitorados	passageiros do avião	0	n prp n	Saúde
Diretor de inteligência do Equador é destituído do cargo	diretor de inteligência	0	n prp n	Política e conflitos
Diretor-geral da OMC muda formato de negociação para tentar avanço na Rodada Doha	formato de negociação	0	n prp n	Economia e negócios
Dirigente do Partido dos Trabalhadores é preso com mala cheia de dinheiro no aeroporto de São Paulo	dinheiro no aeroporto	0	n prp n	Política e conflitos
Discussão na COP-15 divide países em desenvolvimento	países em desenvolvimento	2	n prp n	Política e conflitos
Distúrbios no subúrbio de Paris	distúrbios no subúrbio	-2	n prp n	Política e conflitos
Documento final de conferência sobre educação servirá de base para políticas públicas	conferência sobre educação	1	n prp n	Política e conflitos
Documentos do brasileiro Banco Rural mostram quem sacou dinheiro das contas das empresas de empresário suspeito do mensalão	dinheiro das contas	0	n prp n	Política e conflitos
Documentos do brasileiro Banco Rural mostram quem sacou dinheiro das contas das empresas de empresário suspeito do mensalão	documentos do brasileiro	0	n prp n	Política e conflitos
Documentos do brasileiro Banco Rural mostram quem sacou dinheiro das contas das empresas de empresário suspeito do mensalão	empresas de empresário	0	n prp n	Política e conflitos
Documentos relativos ao deputado João Paulo Cunha (PT) desaparecem da CPI dos Correios do Brasil	desaparecem da cpi	-1	n prp n	Política e conflitos
Doença isquêmica do coração, derrame e pneumonia são principais causas de morte	causas de morte	-3	n prp n	Saúde
Dois pedidos de impeachment contra Lula chegam à Câmara dos Deputados	pedidos de impeachment	0	n prp n	Política e conflitos
Dólar chega a uma das menores cotações da década	cotações da década	1	n prp n	Economia e negócios
Doleiro preso envolve Ministro da Justiça do Brasil e deve prestar novo depoimento	ministro da justiça	0	n prp n	Política e conflitos
Dona da grife Daslu é presa pela Polícia Federal em São Paulo	dona da grife	0	n prp n	Economia e negócios
Dono de avião desmente versão de Antonio Palocci	dono de avião	0	n prp n	Política e conflitos
Douro Património Mundial em risco por causa da barragem do Tua	risco por causa	-1	n prp n	Política e conflitos
Durante terremoto, FARC atacam delegacia de polícia em Chocó, na Colômbia	delegacia de polícia	0	n prp n	Política e conflitos
Durão Barroso elogiado por causa de projecto da UE para África	causa de projecto	0	n prp n	Política e conflitos
Ebola: Brasil discute nova ajuda a países africanos	ajuda a países	1	n prp n	Saúde
Ebola: Guiné-Bissau abre campanha de limpeza em mercado da capital	campanha de limpeza	2	n prp n	Saúde
Ebola: Guiné-Bissau abre campanha de limpeza em mercado da capital	mercado da capital	0	n prp n	Saúde
Ebola: número de mortes atinge 5.689 em 15.935 casos, diz OMS	número de mortes	-3	n prp n	Saúde
Edital do trem-bala deve sair até semana que vem e leilão está previsto para novembro	edital do trem-bala	0	n prp n	Economia e negócios
Editora encara o desafio de transformar 44 anos de trabalho no mercado impresso em oportunidade de negócios na web	anos de trabalho	1	n prp n	Economia e negócios
Editora encara o desafio de transformar 44 anos de trabalho no mercado impresso em oportunidade de negócios na web	oportunidade de negócios	2	n prp n	Economia e negócios
Editora Reader's Digest pede concordata nos Estados Unidos	concordata nos estados	1	n prp n	Economia e negócios
Eduardo Rodríguez disse que abandonará a Presidência da Bolívia se as eleições de Dezembro forem adiadas	eleições de dezembro	0	n prp n	Política e conflitos
Egito apoia mediação brasileira nas negociações de paz no Oriente Médio	negociações de paz	2	n prp n	Política e conflitos
Egito bombardeia posições do Estado Islâmico na Líbia	posições do estado	0	n prp n	Política e conflitos
Eleição de Obama deve facilitar vendas de etanol aos Estados Unidos, diz Lobão	vendas de etanol	0	n prp n	Economia e negócios
Eleições em Moçambique começam no último dia de Agosto	dia de agosto	0	n prp n	Política e conflitos
Elevadas concentrações de partículas finas lançam alerta em Bruxelas e flandres	concentrações de partículas	0	n prp n	Política e conflitos
Em assembleia da OEA, Amorim defende criação de grupo para acabar com suspensão a Cuba	criação de grupo	1	n prp n	Economia e negócios
Em Cali, exército apreende 1.684 quilos de maconha das FARC	quilos de maconha	-1	n prp n	Política e conflitos
Em dia de Copa, Natal vive greve de ônibus e conta prejuízo após chuvas	dia de copa	1	n prp n	Política e conflitos
Em dia de Copa, Natal vive greve de ônibus e conta prejuízo após chuvas	greve de ônibus	-2	n prp n	Política e conflitos
Em dia de Copa, Natal vive greve de ônibus e conta prejuízo após chuvas	prejuízo após chuvas	-2	n prp n	Política e conflitos
Em duas pesquisas de intenção de voto, Alckmin sobe e diminui diferença contra Lula	pesquisas de intenção	0	n prp n	Política e conflitos
Em gravação, Bin Laden conclama "guerra santa" na defesa dos palestinos	defesa dos palestinos	2	n prp n	Política e conflitos
Em meio a crise política, começou ontem o Fóro de São Paulo no Brasil	meio a crise	-1	n prp n	Política e conflitos
Em meio a escândalo, prefeito de Detroit é indiciado por perjúrio e outros crimes	meio a escândalo	-1	n prp n	Política e conflitos
Em Minas Gerais Polícia Federal indicia dois por lavagem de dinheiro	lavagem de dinheiro	-2	n prp n	Política e conflitos
Em Paris, Dilma diz que acusações de Valério a Lula são "lamentáveis"	acusações de valério	-1	n prp n	Política e conflitos
Em represália, EUA expulsam funcionária da embaixada venezuelana	funcionária da embaixada	0	n prp n	Política e conflitos
Embaixador dos Estados Unidos no Brasil explica ao Senado reativação da Quarta Frota	embaixador dos estados	0	n prp n	Política e conflitos
Emissões de gás carbônico de termoelétricas aumentam mais de 100% em 13 anos	emissões de gás	-1	n prp n	Economia e negócios
Emprego na indústria brasileira tem a oitava queda consecutiva em maio	emprego na indústria	1	n prp n	Política e conflitos
Emprego na indústria tem a oitava queda consecutiva em maio	emprego na indústria	1	n prp n	Economia e negócios
Empresa vai pagar indenização a passageiros de navio que naufragou na Itália	indenização a passageiros	1	n prp n	Economia e negócios
Empresário brasileiro confirma empréstimo de avião para suposta "Operação Cuba"	empréstimo de avião	1	n prp n	Política e conflitos
Empresário depõe para comissão que investiga escândalo dos Correios do Brasil	escândalo dos correios	-2	n prp n	Política e conflitos
Encerra o leilão de objetos pessoais dos franceses, o falecido estilista Yves Saint Laurent e o empresário Pierre Bergé	leilão de objetos	0	n prp n	Economia e negócios
Encontro de Cristina, Chávez e Morales é suspenso por causa de protestos contra o governo	causa de protestos	-2	n prp n	Política e conflitos
Energias do Brasil anuncia acordo com Grupo Rede	acordo com grupo	1	n prp n	Economia e negócios
Entidades denunciam à OEA casos de abuso policial durante manifestações	casos de abuso	-2	n prp n	Política e conflitos
Entrada da Venezuela no Mercosul não prejudica acordo do bloco com Israel, diz Shimon Peres	acordo do bloco	1	n prp n	Política e conflitos
Enviado dos EUA chega hoje a Honduras para tentar pôr fim à crise política	fim à crise	2	n prp n	Política e conflitos
Epidemia de dengue atinge o Rio Grande do Norte; casos aumentaram em 275,22%	epidemia de dengue	-2	n prp n	Saúde
Episcopado venezuelano divulga nota contrária à reforma da Constituição	reforma da constituição	1	n prp n	Política e conflitos
Equador e Venezuela mobilizam tropas na fronteira colombiana	tropas na fronteira	0	n prp n	Política e conflitos
Equador estuda sanções comerciais contra a Colômbia e adia reatamento de relações	reatamento de relações	0	n prp n	Política e conflitos
Equador vai pagar parcela da dívida com BNDES que vence dia 29	parcela da dívida	-1	n prp n	Economia e negócios
Equipe avalia impactos ambientais após ruptura de barragem no Piauí	ruptura de barragem	-1	n prp n	Saúde
Equipe de cientistas chineses seqüenciaram o genoma de um descendente de Genghis Khan	equipe de cientistas	0	n prp n	Saúde
Equipe do "Pânico na TV" troca RedeTV! pela TV Bandeirantes	pânico na tv	0	n prp n	Economia e negócios
Equipe econômica não está preocupada com possível aumento da taxa de juros pelo Banco Central	aumento da taxa	-1	n prp n	Economia e negócios
Erro grosseiro do The New York Times alimenta polêmica sobre as fotos da guerra	fotos da guerra	0	n prp n	Política e conflitos
Erupção do vulcão na Islândia causa fechamento do espaço aéreo na Europa	erupção do vulcão	-1	n prp n	Economia e negócios
Erupção do vulcão na Islândia causa fechamento do espaço aéreo na Europa	fechamento do espaço	-1	n prp n	Saúde
Escândalo no DF envolve cúpula do governo Arruda	cúpula do governo	0	n prp n	Política e conflitos
Escolas do Distrito Federal recebem kits de higiene contra gripe suína	kits de higiene	1	n prp n	Economia e negócios
Escolas particulares do Rio de Janeiro prorrogam férias, mas presidente do sindicato é contra	presidente do sindicato	0	n prp n	Saúde
Espanha anuncia que perdoará dívida da Bolívia em troca da implantação de programas educativos	troca da implantação	0	n prp n	Política e conflitos
Espanha aprova um projeto de lei autorizando o aborto	projeto de lei	0	n prp n	Saúde
Espanhóis saem às ruas em protesto contra reforma trabalhista promovida pelo governo	ruas em protesto	-1	n prp n	Economia e negócios
Especialistas aconselham permitir a ascensão de mulheres ao trono japonês	ascensão de mulheres	1	n prp n	Política e conflitos
Especialistas defendem conforto no parto normal para diminuir cesáreas no Brasil	conforto no parto	2	n prp n	Saúde
Esporte paraolímpico ainda enfrenta dificuldades para crescer por falta de patrocínio	falta de patrocínio	-1	n prp n	Política e conflitos
Estádio do Corinthians pode sediar jogos da Copa de 2014 em São Paulo	jogos da copa	1	n prp n	Economia e negócios
Estado de emergência no Paquistão	estado de emergência	-2	n prp n	Política e conflitos
Estado de saúde de Ariel Sharon causa preocupação	estado de saúde	0	n prp n	Política e conflitos
Estados têm 15 dias para sugerir mudanças no programa de inovação do ensino médio	inovação do ensino	1	n prp n	Política e conflitos
Estados têm 15 dias para sugerir mudanças no programa de inovação do ensino médio	mudanças no programa	0	n prp n	Política e conflitos
Estados Unidos ajudam vítimas das cheias em Moçambique	vítimas das cheias	-2	n prp n	Economia e negócios
Estados Unidos confirmam primeira morte por gripe suína	morte por gripe	-3	n prp n	Saúde
Estados Unidos e Angola vão criar mecanismo de consulta permanente	mecanismo de consulta	0	n prp n	Economia e negócios
Estados Unidos e Polônia assinam tratado de defesa de anti-mísseis irritando a Rússia	defesa de anti-mísseis	2	n prp n	Política e conflitos
Estados Unidos podem fazer nova proposta para reduzir subsídios na Rodada Doha	subsídios na rodada	1	n prp n	Economia e negócios
Estados Unidos registram mais uma morte por gripe suína	morte por gripe	-3	n prp n	Saúde
Estados Unidos vão comprar US$ 250 bilhões em ações de grandes bancos norte-americanos	bilhões em ações	0	n prp n	Economia e negócios
Estados Unidos: Divulgado a identidade do atirador da universidade na Califórnia	identidade do atirador	-1	n prp n	Saúde
Estão recenseados 8.993.770 eleitores para as eleições de Domingo	eleições de domingo	0	n prp n	Política e conflitos
Estudante Portuguesa vence prémio de pintura da ONU	prémio de pintura	2	n prp n	Saúde
Estudantes anti-chavistas têm ampla vitória em eleições universitárias	vitória em eleições	1	n prp n	Política e conflitos
Estudantes passam mais uma noite na reitoria da UnB	noite na reitoria	0	n prp n	Política e conflitos
Estudantes ultrapassam tempo recomendado em frente à TV	frente à tv	0	n prp n	Saúde
Estudo da OCDE aponta que investimento por aluno é quatro vezes menor no Brasil	investimento por aluno	0	n prp n	Política e conflitos
Estudo diz que quase metade dos trabalhadores de Los Angeles é formada por imigrantes	metade dos trabalhadores	0	n prp n	Economia e negócios
EUA aprovam uso de remédio que previne infecção pelo vírus HIV	infecção pelo vírus	-2	n prp n	Saúde
EUA aprovam uso de remédio que previne infecção pelo vírus HIV	uso de remédio	0	n prp n	Saúde
EUA efectuam voos de reconhecimento no espaço aéreo da Síria	voos de reconhecimento	0	n prp n	Política e conflitos
EUA iniciam testes de vacina contra o ébola em humanos	ébola em humanos	-2	n prp n	Saúde
EUA iniciam testes de vacina contra o ébola em humanos	testes de vacina	1	n prp n	Saúde
EUA oferecem 200 milhões de dólares para combater a fome	milhões de dólares	0	n prp n	Política e conflitos
EUA propõem diminuir para US$ 15 bilhões subsídios ao setor agrícola	subsídios ao setor	1	n prp n	Economia e negócios
Europa responsabiliza a Ucrânia pela crise do gás	crise do gás	-2	n prp n	Economia e negócios
Evo Morales encerra greve de fome após Lei Eleitoral ter sido aprovada	greve de fome	-2	n prp n	Política e conflitos
Evo Morales entrega títulos de terras confiscadas na Bolívia a indígenas	bolívia a indígenas	0	n prp n	Política e conflitos
Evo Morales entrega títulos de terras confiscadas na Bolívia a indígenas	títulos de terras	0	n prp n	Política e conflitos
Evo Morales nacionaliza exploração de petróleo e gás natural na Bolívia	exploração de petróleo	1	n prp n	Economia e negócios
Evo Morales proíbe presença de aviões estadunidenses na Bolívia	presença de aviões	0	n prp n	Política e conflitos
Evo Morales realiza greve de fome	greve de fome	-2	n prp n	Política e conflitos
Ex-agente confirma contatos com agente da Agência Brasileira de Inteligência	contatos com agente	0	n prp n	Política e conflitos
Exame continua fora da tabela do SUS e prejudica pacientes com câncer	pacientes com câncer	-2	n prp n	Saúde
Exames de rotina em Alencar mostram quadro de normalidade	exames de rotina	1	n prp n	Política e conflitos
Exames de rotina em Alencar mostram quadro de normalidade	quadro de normalidade	1	n prp n	Saúde
Ex-assessor de deputado brasileiro diz para a polícia que recebia saques da suposta conta do mensalão	conta do mensalão	1	n prp n	Política e conflitos
Ex-assessor de deputado brasileiro diz para a polícia que recebia saques da suposta conta do mensalão	ex-assessor de deputado	0	n prp n	Política e conflitos
Ex-Comandante-geral da PM de Mato Grosso é preso por grilagem de terras	grilagem de terras	-2	n prp n	Política e conflitos
Ex-diretor nega acusações a senadores em esquema de corrupção com terceirizadas	acusações a senadores	-2	n prp n	Política e conflitos
Ex-diretor nega acusações a senadores em esquema de corrupção com terceirizadas	esquema de corrupção	-2	n prp n	Política e conflitos
Ex-diretores do Senado negam acusações de irregularidades	acusações de irregularidades	-1	n prp n	Economia e negócios
Ex-diretores do Senado negam acusações de irregularidades	ex-diretores do senado	0	n prp n	Política e conflitos
Ex-ditador de Cuba muda de opinião e ataca o novo presidente dos Estados Unidos	presidente dos estados	0	n prp n	Política e conflitos
Exército apreende lancha com explosivos das FARC	lancha com explosivos	-2	n prp n	Política e conflitos
Exército do Sri Lanka avança dentro do território da guerrilha separatista dos tâmeis	território da guerrilha	0	n prp n	Política e conflitos
Ex-líder chadiano recebe condenação à morte	condenação à morte	-3	n prp n	Política e conflitos
Ex-Ministro da Fazenda do Brasil é indiciado por quatro crimes	ex-ministro da fazenda	0	n prp n	Política e conflitos
Ex-Ministro da Fazenda do Governo Lula será julgado nesta semana sobre a quebra ilegal do sigilo do caseiro	sigilo do caseiro	0	n prp n	Economia e negócios
Ex-ministro de Lula disse à Folha de São Paulo que segundo Jefferson um ministro do governo participava do esquema de corrupção	ministro do governo	0	n prp n	Política e conflitos
Ex-ministro do Governo Lula confirma o encontro em Mato Grosso; Encontro é visto para reforçar acusações contra ex-senador do Estado	acusações contra ex-senador	-2	n prp n	Política e conflitos
Ex-ministro Palocci é candidato à governador de São Paulo, diz "O Estado de S. Paulo"	candidato à governador	0	n prp n	Política e conflitos
Ex-ministro Palocci volta culpar Mattoso no caso da quebra do sigilo do caseiro Francenildo e quer disputar a eleição estadual de São Paulo em 2010	caso da quebra	-1	n prp n	Política e conflitos
Ex-ministro Palocci volta culpar Mattoso no caso da quebra do sigilo do caseiro Francenildo e quer disputar a eleição estadual de São Paulo em 2010	sigilo do caseiro	0	n prp n	Política e conflitos
Ex-ministro português Antonio Mexia e Marcos Valério se contradizem quanto à natureza de encontro	natureza de encontro	0	n prp n	Política e conflitos
Ex-ministros do Governo Lula, José Dirceu e Anderson Adauto, são retirados do processo de improbidade administrativa no "Escândalo do Mensalão"	processo de improbidade	-1	n prp n	Política e conflitos
Ex-mulher de deputado brasileiro faz denúncias sobre o mensalão	ex-mulher de deputado	0	n prp n	Política e conflitos
Exoneração de assessores de Lina provoca pedido de demissão em massa no comando da Receita	exoneração de assessores	-2	n prp n	Política e conflitos
Exoneração de assessores de Lina provoca pedido de demissão em massa no comando da Receita	massa no comando	0	n prp n	Política e conflitos
Exoneração de assessores de Lina provoca pedido de demissão em massa no comando da Receita	pedido de demissão	1	n prp n	Política e conflitos
Expansão do investimento brasileiro no exterior foi contida pela crise financeira	expansão do investimento	1	n prp n	Economia e negócios
Expansão do PIB ante primeiro trimestre de 2010 coloca Brasil no quarto lugar entre Brics	trimestre de 2010	0	n prp n	Economia e negócios
Expectativa de vida do brasileiro sobe para 74,9 anos	expectativa de vida	1	n prp n	Saúde
Explosão de carro-bomba causa ferimentos e morte no Iraque	explosão de carro-bomba	-2	n prp n	Política e conflitos
Explosão de carro-bomba deixa mortos e feridos na Síria	explosão de carro-bomba	-2	n prp n	Saúde
Explosão de gás atinge maternidade em Cidade do México	explosão de gás	-2	n prp n	Saúde
Exportações de madeiras brasileiras caíram 43% depois da crise financeira mundial	exportações de madeiras	1	n prp n	Economia e negócios
Ex-presidente da Finlândia Martti Ahtisaari conquistou o Prêmio Nobel da Paz de 2008	nobel da paz	2	n prp n	Política e conflitos
Ex-presidente do Instituto Brasil de Resseguros mentiu para Polícia Federal sobre suposto esquema de corrupção	esquema de corrupção	-2	n prp n	Política e conflitos
Ex-presidentes custam U$1,7 milhão para contribuinte brasileiro	milhão para contribuinte	0	n prp n	Política e conflitos
Ex-secretário geral do PT deve prestar depoimento nesta terça-feira para parlamentares brasileiros	terça-feira para parlamentares	0	n prp n	Política e conflitos
Ex-vereador ligado a milícias é morto em condomínio na Barra da Tijuca, no Rio	condomínio na barra	0	n prp n	Política e conflitos
Fabricante austríaca de armas e concorrente da brasileira Taurus tem interesse em montar fábrica no Brasil	concorrente da brasileira	0	n prp n	Economia e negócios
Falências e guerra fiscal cortam 20 mil empregos de sapateiro em Novo Hamburgo; Fábrica de calçados femininos fecha depois de crime e leva 60 pessoas ao desemprego no Rio Grande do Sul	empregos de sapateiro	1	n prp n	Economia e negócios
Falências e guerra fiscal cortam 20 mil empregos de sapateiro em Novo Hamburgo; Fábrica de calçados femininos fecha depois de crime e leva 60 pessoas ao desemprego no Rio Grande do Sul	pessoas ao desemprego	-2	n prp n	Economia e negócios
Falta água na periferia de Luanda	água na periferia	1	n prp n	Economia e negócios
Falta de cuidado com a saúde compromete o trânsito nas rodovias, alerta PRF	trânsito nas rodovias	0	n prp n	Saúde
Famílias de baixa renda estão comprando mais pela internet	famílias de baixa	-1	n prp n	Economia e negócios
FAO defende consumo da carne de porco	consumo da carne	0	n prp n	Saúde
FARC assassinam camponeses em represália pela morte de Negro Acácio	camponeses em represália	-2	n prp n	Política e conflitos
FARC deixam 150 mil colombianos sem luz	colombianos sem luz	-1	n prp n	Política e conflitos
FARC infiltram guerrilheira em curso da Escola Superior de Guerra	guerrilheira em curso	0	n prp n	Política e conflitos
FARC publicam discurso de deputado brasileiro	discurso de deputado	0	n prp n	Política e conflitos
FARC saúdam reeleição de Chávez	reeleição de chávez	0	n prp n	Política e conflitos
Farcs cancelam entrega de reféns	entrega de reféns	2	n prp n	Política e conflitos
Fase aguda da crise passou mas Brasil precisa superar sequelas, diz economista	aguda da crise	-1	n prp n	Economia e negócios
FED confirma retração na economia dos EUA	retração na economia	-2	n prp n	Economia e negócios
Federal Reserve baixa a taxa de juros para 2% nos Estados Unidos	baixa a taxa	1	n prp n	Economia e negócios
Federal Reserve baixa a taxa de juros para 2% nos Estados Unidos	juros para 2%	0	n prp n	Economia e negócios
Federal Reserve põe US$ 30 bilhões à disposição do Brasil	bilhões à disposição	0	n prp n	Economia e negócios
Feira Nacional de Aviação Civil busca aproximar público de profissionais do setor	público de profissionais	0	n prp n	Economia e negócios
Fernando Lugo reconhece filho da época em que ainda era bispo	filho da época	0	n prp n	Política e conflitos
FGV vai recomendar redução de gastos com pessoal e com a Gráfica do Senado	redução de gastos	1	n prp n	Política e conflitos
Fidel sinaliza saída do poder em Cuba	saída do poder	0	n prp n	Política e conflitos
Filha de Hillary Clinton é insultada por âncora de TV	âncora de tv	0	n prp n	Política e conflitos
Fim da greve dos roteiristas dos EUA	fim da greve	2	n prp n	Economia e negócios
Fiscalização de casos de gripe suína na fronteira com a Argentina só acontece em dias úteis	fiscalização de casos	1	n prp n	Política e conflitos
Físico da Universidade Harvard afirma que o site de busca Google contribui com aquecimento global	site de busca	0	n prp n	Saúde
