NewsHeadline	Phrase	SOHuman	Pattern	NewsCategory
Lula defenderá na reunião do G20 novas bases para regular atividade financeira	defenderá na reunião	0	v-fin prp n	Economia e negócios
ONU define comissão que vai investigar ofensiva israelense na Faixa de Gaza	define comissão	0	v-fin n	Política e conflitos
STJ define lista para preencher duas vagas	define lista	0	v-fin n	Política e conflitos
STJ define nomeação de dois novos ministros	define nomeação	0	v-fin n	Política e conflitos
Colômbia define salário mínimo de 2012 por consenso de empresários e sindicatos	define salário	0	v-fin n	Economia e negócios
Líderes governistas não definem nomes para presidência e relatoria da CPI da Petrobras	definem nomes	0	v-fin n	Economia e negócios
Micheletti dá um ultimato de 10 dias à Embaixada do Brasil para definir status de Zelaya	definir status	0	v-inf n	Política e conflitos
PF deflagra Operação Alquimia que investiga fraude tributária estimada em R$1 bilhão em 17 estados	deflagra operação	0	v-fin n	Política e conflitos
Explosão no Iraque deixa 100 mortos e pelo menos 200 feridos	deixa 100 mortos	-3	v-fin num n	Política e conflitos
Odebrecht conclui obras e deixa 1200 jovens para o desemprego em Benguela	deixa 1200 jovens	0	v-fin num n-adj	Economia e negócios
Atentado na China mata 16 policiais e deixa 16 pessoas feridas	deixa 16 pessoas	0	v-fin num n	Política e conflitos
Confronto entre camponeses e polícia deixa 20 mortos na China	deixa 20 mortos	-3	v-fin num n	Política e conflitos
Atentado suicida deixa 40 mortos no Afeganistão	deixa 40 mortos	-3	v-fin num n	Política e conflitos
IRA anuncia que deixa a luta armada	deixa a luta	1	v-fin art n	Política e conflitos
Fidel Castro deixa a presidência de Cuba	deixa a presidência	0	v-fin art n	Política e conflitos
Marcos Valério deixa a prisão	deixa a prisão	1	v-fin art n	Política e conflitos
Datena deixa a TV Record menos de dois meses na emissora e volta à TV Bandeirantes	deixa a tv	0	v-fin art n	Economia e negócios
Musharraf deixa comando das Forças Armadas Nacionais	deixa comando	0	v-fin n	Política e conflitos
Duque de Edimburgo deixa hospital	deixa hospital	2	v-fin n	Saúde
José Alencar deixa hospital em São Paulo	deixa hospital	2	v-fin n	Política e conflitos
Presidente do Paraguai passa bem após última sessão de quimioterapia e deixa hospital	deixa hospital	2	v-fin n	Política e conflitos
Tumor cancerígeno na laringe de Lula diminui após tratamento e deixa médicos otimistas quanto à cura	deixa médicos	0	v-fin n	Política e conflitos
Primeiro-ministro belga deixa o governo sem conseguir debelar crise	deixa o governo	0	v-fin art n	Política e conflitos
Grupo de dissidentes políticos cubanos deixa o país para viver na Espanha	deixa o país	0	v-fin art n	Política e conflitos
Incêndio em fábrica na Colômbia deixa três mortos e 12 feridos	deixa três mortos	-3	v-fin num n	Saúde
Protestos de estudantes em Caracas deixa um morto e vários feridos	deixa um morto	-3	v-fin art n	Política e conflitos
Explosão deixa um saldo de pelo menos cinco mortos na Colômbia	deixa um saldo	0	v-fin art n	Política e conflitos
FARC deixam 150 mil colombianos sem luz	deixam 150 mil	0	v-fin num n	Política e conflitos
Ciclones deixam 20 mil crianças sem aula em Moçambique	deixam 20 mil	0	v-fin num n	Saúde
Após confusão, manifestantes deixam a frente de subprefeitura em São Paulo	deixam a frente	0	v-fin art n	Política e conflitos
Donos da Daslu deixam a prisão	deixam a prisão	1	v-fin art n	Saúde
Chuvas deixam famílias desabrigadas no Norte e Nordeste	deixam famílias	0	v-fin n	Saúde
Incêndio destrói 555 casas em bairro popular de Lima, deixando 1,6 mil vítimas	deixando 1,6	0	v-ger num	Saúde
Incêndio destrói 555 casas em bairro popular de Lima, deixando 1,6 mil vítimas	deixando 1,6 mil	0	v-ger num n	Saúde
Líderes africanos tentam convencer Gbagbo a deixar a Presidência da Costa do Marfim	deixar a presidência	0	v-inf art n	Política e conflitos
Senador Aloizio Mercadante anuncia que vai deixar o cargo do líder do PT no Senado após os senadores arquivar as 11 investigações contra Sarney	deixar o cargo	0	v-inf art n	Política e conflitos
Marina Silva não se sensibiliza com apelo da bancada do PT do Senado e deve deixar o partido	deixar o partido	0	v-inf art n	Política e conflitos
Diariamente mais de 80 usuários de drogas tentam deixar o vício	deixar o vício	2	v-inf art n	Saúde
Mercadante concorda em conversar com Lula, mas reafirma que deixará liderança do PT	deixará liderança	0	v-fin n	Política e conflitos
ONU pede que o governo e rebeldes no Sri Lanka deixem civis longe dos combates	deixem civis	0	v-fin n	Política e conflitos
Viciados em droga podem ganhar USS 400 caso deixem o vício	deixem o vício	2	v-fin art n	Saúde
Por causa da doença Fidel Castro delega poderes ao irmão	delega poderes	1	v-fin n	Política e conflitos
José Sócrates demite-se após derrota no Parlamento	demite-se após derrota	-1	v-fin prp n	Economia e negócios
Senado brasileiro demitirá 200 servidores contratados por atos secretos	demitirá 200 servidores	-2	v-fin num n	Política e conflitos
TV Record foi que mais demitiu funcionários nos estados de SP e RJ em 2011	demitiu funcionários	-2	v-fin n	Economia e negócios
Governo da Venezuela fechou três radios para "democratizar o espaço eletromagnético"	democratizar o espaço	2	v-inf art n	Política e conflitos
Governo marroquino demonstra interesse na produção de etanol	demonstra interesse	1	v-fin n	Economia e negócios
Israel demonstra preocupação com Turquia	demonstra preocupação	-2	v-fin n	Política e conflitos
Brasil: Ministério Público Federal de Goiás denuncia 81 pessoas por envolvimento em jogo ilegal, entre eles Carlinhos Cachoeira	denuncia 81 pessoas	0	v-fin num n	Economia e negócios
Defensoria Pública denuncia governo brasileiro por causa de gripe suína	denuncia governo	-1	v-fin n	Saúde
Tesoureiro do PPS denuncia mensalão do PT em São Paulo	denuncia mensalão	-1	v-fin n	Política e conflitos
Sindicato denuncia situação precária de policiais federais em Roraima	denuncia situação	-1	v-fin n	Política e conflitos
CFM denuncia sucateamento de quase mil unidades básicas de saúde	denuncia sucateamento	-1	v-fin n	Saúde
Israel denunciado por apropriar-se da Jerusalém	denunciado por apropriar-se	-2	v-pcp prp n	Política e conflitos
15 são denunciados no tucanoduto	denunciados no tucanoduto	0	v-pcp prp n	Política e conflitos
Movimentos apóiam Lula e denunciam golpe. Senadores alertam para "chavenização"	denunciam golpe	-1	v-fin n	Política e conflitos
Mulheres criam página na internet para denunciar mortes em hospital do Rio	denunciar mortes	-3	v-inf n	Saúde
Qualquer cidadão brasileiro pode denunciar o Presidente da República do Brasil	denunciar o presidente	-1	v-inf art n	Política e conflitos
Cai ministro costa-riquenho que denunciou nexos políticos das FARC	denunciou nexos	-1	v-fin n	Política e conflitos
Deputado Roberto Jefferson, que denunciou o mensalão, é cassado	denunciou o mensalão	-1	v-fin art n	Política e conflitos
Lula: sucesso do acordo com o Irã depende da disposição da ONU para negociar	depende da disposição	0	v-fin prp n	Política e conflitos
Cadeira permanente para o Brasil em conselho da ONU depende de reforma	depende de reforma	0	v-fin prp n	Economia e negócios
Salários de jornalistas chineses dependem de pontos dados pelo Partido	dependem de pontos	0	v-fin prp n	Política e conflitos
Lina Vieira depõe no Senado e confirma encontro com Dilma Rouseff, mas não se lembra o dia do encontro	depõe no senado	-1	v-fin prp n	Economia e negócios
Empresário depõe para comissão que investiga escândalo dos Correios do Brasil	depõe para comissão	-1	v-fin prp n	Política e conflitos
Esposa de Marcos Valério depõe para CPI dos Correios do Brasil	depõe para cpi	-1	v-fin prp n	Política e conflitos
Vladimir Poleto depõe para CPI dos Bingos sobre Operação Cuba e tráfico de influência	depõe para cpi	-1	v-fin prp n	Política e conflitos
Roberto Jefferson depõe para parlamentares brasileiros	depõe para parlamentares	-1	v-fin prp n	Política e conflitos
Envolvidos no ?Caso Freeport? depõem na Justiça em Portugal	depõem na justiça	-1	v-fin prp n	Economia e negócios
Roberto Jefferson pede que Lula deponha em processo do mensalão	deponha em processo	0	v-fin prp n	Política e conflitos
Mulheres ligadas ao MST depredam laboratório no RS e causam prejuízo de U$400 mil	depredam laboratório	-1	v-fin n	Política e conflitos
Juiz manda soltar sem-terra do MLST que depredaram Congresso Brasileiro	depredaram congresso	-1	v-fin n	Política e conflitos
Casal Kirchner é derrotado em eleições legislativas na Argentina	derrotado em eleições	-2	v-pcp prp n	Política e conflitos
Escândalo derruba Presidente da Casa da Moeda do Brasil	derruba presidente	-1	v-fin n	Política e conflitos
CPMF é derrubada no Senado	derrubada no senado	-1	v-pcp prp n	Economia e negócios
Crise deve derrubar 2,4 milhões de empregos na América Latina em 2009	derrubar 2,4 milhões	-1	v-inf num n	Economia e negócios
Desaba o teto da Igreja Renascer em Cristo em São Paulo	desaba o teto	-2	v-fin art n	Saúde
Lula visita desabrigados por enchentes no Piauí	desabrigados por enchentes	-2	v-pcp prp n	Política e conflitos
Escaramuças e incidentes esparsos desafiam cessar-fogo no Líbano	desafiam cessar-fogo	-2	v-fin n	Política e conflitos
Defesa Civil e bombeiros tentam encontrar desaparecidos em desabamentos de prédios no centro do Rio de Janeiro	desaparecidos em desabamentos	-2	v-pcp prp n	Saúde
Reitor da UnB descarta a renúncia	descarta a renúncia	1	v-fin art n	Política e conflitos
Uribe descarta ajuda de Chávez para soltar reféns das FARC	descarta ajuda	-1	v-fin n	Política e conflitos
Aliados do Lula descartam a possibilidade de 3º mandato	descartam a possibilidade	0	v-fin art n	Política e conflitos
Farc voltam a descartar libertação de Betancourt sem que guerrilheiros presos sejam soltos	descartar libertação	-1	v-inf n	Política e conflitos
Irã sinaliza que desconsidera sanções da ONU, dos Estados Unidos e da União Europeia	desconsidera sanções	-1	v-fin n	Política e conflitos
Revista descreve situação de maus-tratos em menores combatentes das FARC	descreve situação	0	v-fin n	Política e conflitos
Revista Newsweek desculpa-se por notícia não comprovada sobre suposto insulto americano ao Alcorão	desculpa-se por notícia	-1	v-fin prp n	Política e conflitos
Senador Artur Virgilio disse que não deseja impeachment de Lula	deseja impeachment	-1	v-fin n	Política e conflitos
Morales deseja sociedade com a Petrobras	deseja sociedade	1	v-fin n	Política e conflitos
Governo desenvolve sistema para monitorar torcidas organizadas na Copa de 2014	desenvolve sistema	1	v-fin n	Economia e negócios
Pesquisadores do Butantan desenvolvem anti-inflamatório capaz de aliviar dores crônicas	desenvolvem anti-inflamatório	1	v-fin n	Saúde
Lula critica FMI e Bird por não interferirem em países desenvolvidos durante crise	desenvolvidos durante crise	-1	v-pcp prp n	Economia e negócios
Romney desiste da disputa pela vaga republicana	desiste da disputa	-1	v-fin prp n	Política e conflitos
Três democratas desistem da corrida presidencial nos EUA	desistem da corrida	-1	v-fin prp n	Política e conflitos
Presidente do Senado, Garibaldi Alves, anuncia que vai desistir o apoio ao candidato José Sarney na eleição no Senado	desistir o apoio	-1	v-inf art n	Política e conflitos
Espanha desmantela célula do ETA	desmantela célula	1	v-fin n	Política e conflitos
Na Colômbia exército desmantela laboratório usado pelas FARC para produção de drogas	desmantela laboratório	1	v-fin n	Política e conflitos
Revisão de novo Código Florestal permite desmatamento para Copa	desmatamento para copa	-2	v-inf prp n	Política e conflitos
STF desmembra inquérito referente às denúncias do mensalão mineiro	desmembra inquérito	1	v-fin n	Política e conflitos
MST desocupa fazenda invadida no Pernambuco	desocupa fazenda	2	v-fin n	Política e conflitos
Índios desocupam prédio da Funasa em São Paulo e acampam na rua	desocupam prédio	2	v-fin n	Saúde
Irã tenta despertar a atenção de investidores brasileiros e de outros países	despertar a atenção	1	v-inf art n	Economia e negócios
Granma destaca aliança estratégica entre Brasil e Venezuela	destaca aliança	2	v-fin n	Política e conflitos
Cuba destaca ano de "vitórias relevantes"	destaca ano	0	v-fin n	Economia e negócios
Lula lamenta a morte dramaturgo Augusto Boal e destaca papel no teatro brasileiro; Corpo do dramaturgo é cremado em cerimônia no Cemitério do Caju	destaca papel	0	v-fin n	Política e conflitos
Saúde destina R$ 30 milhões para reestruturação de hospitais universitários	destina r$	0	v-fin n	Saúde
Brasil vai denunciar Reino Unido por enviar lixo em contêineres destinados à exportação	destinados à exportação	0	v-pcp prp n	Política e conflitos
Plano Agrícola e Pecuário destinará R$ 78 bilhões para a safra 2008/2009	destinará r$	0	v-fin n	Economia e negócios
G20 destinará US$ 1,1 trilhão a países pobres prejudicados pela crise financeira	destinará us$	0	v-fin n	Economia e negócios
Paraguai: Lugo destitui comandantes militares	destitui comandantes	-1	v-fin n	Política e conflitos
Diretor de inteligência do Equador é destituído do cargo	destituído do cargo	-2	v-pcp prp n	Política e conflitos
Incêndio destrói 555 casas em bairro popular de Lima, deixando 1,6 mil vítimas	destrói 555 casas	-2	v-fin num n	Saúde
Incêndio destrói 90% da obra do artista plástico Helio Oiticica, avaliada em US$ 200 milhões	destrói 90%	-2	v-fin n	Economia e negócios
Exército destrói laboratório das FARC	destrói laboratório	-2	v-fin n	Política e conflitos
Ministro Tarso Genro diz que oposição e mídia atacam PT para "destruir virtudes"	destruir virtudes	-1	v-inf n	Política e conflitos
PF descobre quadrilha que desviava dinheiro de prefeituras brasileiras	desviava dinheiro	-2	v-fin n	Política e conflitos
Rio de Janeiro estuda pedir auxílio cubano para deter a dengue	deter a dengue	2	v-inf art n	Saúde
Justiça Federal determina afastamento de Cassol do governo de Rondônia por 90 dias	determina afastamento	-1	v-fin n	Política e conflitos
Justiça determina desbloqueio de bens de farmacêutica acusada de violar patente	determina desbloqueio	1	v-fin n	Economia e negócios
Sarney anula 663 atos secretos e determina devolução de dinheiro	determina devolução	1	v-fin n	Política e conflitos
Polícia Federal determina investigação sobre uso de cocaína em aldeias do Amazonas	determina investigação	1	v-fin n	Política e conflitos
Brasil: Anvisa determina monitoramento de usuários do Tamiflu	determina monitoramento	1	v-fin n	Saúde
Juiz chileno determina prisão de 98 oficiais da era Pinochet	determina prisão	-1	v-fin n	Política e conflitos
Justiça determina retorno de prefeito de Limeira afastado por suspeita de corrupção	determina retorno	1	v-fin n	Economia e negócios
Deputado brasileiro da Igreja Universal do Reino de Deus é detido com 7 malas de dinheiro	detido com 7	-2	v-pcp prp num	Política e conflitos
Esquadrão anti-bombas detona material suspeito encontrado no Senado Federal brasileiro	detona material	-1	v-fin n	Política e conflitos
Emissões de CO2 da UE caíram 7% o ano passado devido à crise económica	devido à crise	-2	v-pcp prp n	Política e conflitos
Novo governo de Honduras tem 72 horas para devolver poder a Zelaya, diz OEA	devolver poder	1	v-inf n	Política e conflitos
Google devolverá US$ 19 milhões aos consumidores	devolverá us$	1	v-fin n	Economia e negócios
Morre primeiro paciente diagnosticado com ebola nos Estados Unidos	diagnosticado com ebola	-2	v-pcp prp n	Saúde
Desmobilizado diz que ofereceram-lhe 200 milhões para difamar Presidente Uribe	difamar presidente	-2	v-inf n	Política e conflitos
Acordos do Fórum de São Paulo dificultam ações de Lula em relação a Morales	dificultam ações	-1	v-fin n	Economia e negócios
Novo Congresso assume nos EUA e oposição domina Câmara, dificultando atuação de Obama	dificultando atuação	-1	v-ger n	Política e conflitos
Estado Islâmico difunde um vídeo mostrando a decapitação de outro jornalista	difunde um vídeo	0	v-fin art n	Política e conflitos
Nitratos diminuem nas águas da UE	diminuem nas águas	0	v-fin prp n	Política e conflitos
Tumor cancerígeno na laringe de Lula diminui após tratamento e deixa médicos otimistas quanto à cura	diminui após tratamento	0	v-fin prp n	Política e conflitos
Em duas pesquisas de intenção de voto, Alckmin sobe e diminui diferença contra Lula	diminui diferença	0	v-fin n	Política e conflitos
Melhoria da qualidade de vida diminui mortes por câncer no país	diminui mortes	2	v-fin n	Saúde
Especialistas defendem conforto no parto normal para diminuir cesáreas no Brasil	diminuir cesáreas	0	v-inf n	Saúde
Analistas dizem que novo governo de Moçambique tem que diminuir desigualdades	diminuir desigualdades	2	v-inf n	Economia e negócios
Após reunião com o governo, hoteleiros devem diminuir em 20% os preços das diárias de hospedagem para a Rio+20; autoridades internacionais confirmam presença no evento	diminuir em 20%	0	v-inf prp n	Economia e negócios
EUA propõem diminuir para US$ 15 bilhões subsídios ao setor agrícola	diminuir para us$	0	v-inf prp n	Economia e negócios
Fórum Econômico Mundial da América Latina discute crise financeira	discute crise	1	v-fin n	Economia e negócios
No primeiro dia na Casa Branca, Obama discute operação militar no Iraque	discute operação	1	v-fin n	Política e conflitos
No dia de combate à baixaria na TV, especialistas discutem a qualidade dos programas	discutem a qualidade	1	v-fin art n	Economia e negócios
Bush e Puttin discutem ameaças para Terceira Guerra Mundial	discutem ameaças	1	v-fin n	Política e conflitos
Brasil e França discutem ampliação do comércio bilateral	discutem ampliação	1	v-fin n	Economia e negócios
Brasil, Índia e África do Sul discutem assentamentos urbanos	discutem assentamentos	1	v-fin n	Economia e negócios
Brasil e Paraguai discutem comércio bilateral	discutem comércio	1	v-fin n	Economia e negócios
Estados Unidos discutem comércio com África	discutem comércio	1	v-fin n	Economia e negócios
Argentina, Brasil e Venezuela discutem criação de "OTAN" Sul-Americana	discutem criação	1	v-fin n	Política e conflitos
Líderes yanomami e ye'kuana discutem criação de território etnoeducacional	discutem criação	1	v-fin n	Política e conflitos
Lula, Cristina Kirchner e Hugo Chávez discutem crise energética argentina	discutem crise	1	v-fin n	Economia e negócios
Partidos discutem crise brasileira e possibilidade de impeachment de Lula	discutem crise	1	v-fin n	Política e conflitos
Ministros sul-americanos discutem dia 24 acordo militar entre Colômbia e Estados Unidos	discutem dia	1	v-fin n	Economia e negócios
Deputados discutem incentivo ao software livre no Brasil	discutem incentivo	1	v-fin n	Política e conflitos
Brasil e Argentina discutem integração produtiva	discutem integração	1	v-fin n	Economia e negócios
Comunistas discutem integração e organização do próximo Foro de São Paulo	discutem integração	1	v-fin n	Política e conflitos
Deputados brasileiros discutem lei sobre sexo e nudismo na TV	discutem lei	1	v-fin n	Política e conflitos
Brasil e União Européia discutem plano de parceria estratégica	discutem plano	1	v-fin n	Economia e negócios
Deputados brasileiros discutem projeto que obriga mistura da farinha de trigo com mandioca	discutem projeto	1	v-fin n	Economia e negócios
Secretário do PTB disse que em Portugal Valério se reuniu com Horta para discutir ajuda a partidos	discutir ajuda	1	v-inf n	Política e conflitos
Unasul poderá reunir chanceleres para discutir conflito entre Venezuela e Colômbia	discutir conflito	1	v-inf n	Política e conflitos
Lamy convoca reunião com bancos para discutir crédito	discutir crédito	1	v-inf n	Economia e negócios
OEA vai voltar a discutir crise política em Honduras	discutir crise	1	v-inf n	Política e conflitos
Presidente Lula reune-se com ministros para discutir crise política	discutir crise	1	v-inf n	Política e conflitos
Zelaya encontra-se com presidente mexicano para discutir crise em Honduras	discutir crise	1	v-inf n	Política e conflitos
Lula apóia proposta de Chávez de discutir segurança alimentar na América do Sul	discutir segurança	1	v-inf n	Política e conflitos
Conselho de Segurança da ONU deve se reunir hoje para discutir situação em Gaza	discutir situação	1	v-inf n	Política e conflitos
Conselho de Segurança da ONU se reúne para discutir situação na Líbia	discutir situação	1	v-inf n	Política e conflitos
Lula participa de reunião da Unasul para discutir situação na Bolívia	discutir situação	1	v-inf n	Política e conflitos
Lula quer se reunir com primeiro ministro francês para discutir situação na Faixa de Gaza	discutir situação	1	v-inf n	Política e conflitos
OEA faz sessão extraordinária para discutir situação em Honduras	discutir situação	1	v-inf n	Política e conflitos
Grandes recusam convite de comissão que discutiria censura na China	discutiria censura	1	v-fin n	Política e conflitos
Hizbollah dispara foguetes contra cidades ao norte de Israel	dispara foguetes	-2	v-fin n	Política e conflitos
FARC fazem novo bloqueio e disparam contra ambulância	disparam contra ambulância	-3	v-fin prp n	Política e conflitos
Homem é baleado após disparar flechas em policiais	disparar flechas	-1	v-inf n	Política e conflitos
Portugal: Ministra do Ambiente dispensa colaboradores de usar gravata para poupar no ar condicionado	dispensa colaboradores	-2	v-fin n	Política e conflitos
Reuters dispensa fotógrafo libanês	dispensa fotógrafo	-1	v-fin n	Política e conflitos
Manifestantes pró-Zelaya são dispersados em frente à Embaixada do Brasil	dispersados em frente	-1	v-pcp prp n	Política e conflitos
Ex-ministro Palocci volta culpar Mattoso no caso da quebra do sigilo do caseiro Francenildo e quer disputar a eleição estadual de São Paulo em 2010	disputar a eleição	1	v-inf art n	Política e conflitos
PP escolhe candidato para disputar prefeitura de São Paulo	disputar prefeitura	1	v-inf n	Política e conflitos
Buratti disse à CPI dos Bingos que houve corrupção durante administração de Palocci	disse à cpi	0	v-fin prp n	Política e conflitos
Valdemar Costa Neto disse à CPI que mesada era Caixa 2 da campanha de Lula, não mensalão	disse à cpi	0	v-fin prp n	Política e conflitos
Valdemar Costa Neto disse à Época que Lula sabia sobre negociações entre PT e PL	disse à época	0	v-fin prp n	Política e conflitos
FARC-PT:Abin não disse a verdade, dizem pessoas que trabalharam na investigação da Abin	disse a verdade	2	v-fin art n	Política e conflitos
Tesoureiro do PT não disse informação correta, diz Tribunal Superior Eleitoral do Brasil	disse informação	0	v-fin n	Política e conflitos
Dinheiro não declarado de Marcos Valério foi usado na campanha de Eduardo Azeredo, disse tesoureiro do PSDB	disse tesoureiro	0	v-fin n	Política e conflitos
Presidente sérvio dissolve Parlamento e convoca eleições	dissolve parlamento	-1	v-fin n	Política e conflitos
Banco Central teme que valores e projeção da inflação se distanciem da meta	distanciem da meta	0	v-fin prp n	Economia e negócios
Defesa Civil distribui kits com material de construção em Manaus	distribui kits	0	v-fin n	Saúde
Mulher é assassinada na Somália possivelmente porque distribuía bíblias, segundo EFE	distribuía bíblias	0	v-fin n	Política e conflitos
Sob críticas, governo do Rio começa a distribuir medicamento contra gripe A	distribuir medicamento	2	v-inf n	Saúde
Defesa Civil do Maranhão distribuiu 11 mil cestas básicas para afetados por enchentes	distribuiu 11 mil	0	v-fin num n	Saúde
Uma empresa espanhola distribuiu um xarope que havia causado a morte de 142 panamenhos	distribuiu um xarope	0	v-fin art n	Saúde
Especialistas divergem sobre regras da ANS que incentivam parto normal	divergem sobre regras	0	v-fin prp n	Saúde
Ex-banqueiro Cacciola divide cela com outros presos que têm curso superior em Bangu 8	divide cela	0	v-fin n	Economia e negócios
Número de feriados nacionais no Brasil divide opiniões	divide opiniões	0	v-fin n	Economia e negócios
Discussão na COP-15 divide países em desenvolvimento	divide países	-1	v-fin n	Política e conflitos
Impasse sobre recursos divide países na Conferência do Clima	divide países	-1	v-fin n	Política e conflitos
Repórteres sem Fronteiras divulga classificação mundial de liberdade de imprensa	divulga classificação	0	v-fin n	Política e conflitos
Al-Jazeera divulga fita supostamente de Osama bin Laden	divulga fita	0	v-fin n	Política e conflitos
Fundação Getúlio Vargas divulga índices econômicos do Brasil	divulga índices	0	v-fin n	Economia e negócios
Procon divulga marcas de leite reprovadas	divulga marcas	0	v-fin n	Saúde
Bispo inglês que questionou a existência do Holocausto divulga nota em que perde o perdão às vítimas e à Igreja Católica	divulga nota	0	v-fin n	Política e conflitos
Episcopado venezuelano divulga nota contrária à reforma da Constituição	divulga nota	0	v-fin n	Política e conflitos
IBOPE divulga opinião dos brasileiros acerca do Governo Lula	divulga opinião	0	v-fin n	Política e conflitos
TSE divulga os resultados das eleições municipais em sete cidades do Brasil	divulga os resultados	1	v-fin art n	Política e conflitos
IBOPE divulga pesquisa realizada entre 22 e 24 de Julho para as Eleições Presidenciais do Brasil de 2006	divulga pesquisa	1	v-fin n	Política e conflitos
Pesquisa divulga turismo na Serra dos Cocais	divulga turismo	1	v-fin n	Economia e negócios
Divulgada pesquisa CNI/IBOPE realizada entre 29 e 31 de Julho referente à eleição presidencial brasileira de 2006	divulgada pesquisa	1	v-pcp n	Política e conflitos
Estados Unidos: Divulgado a identidade do atirador da universidade na Califórnia	divulgado a identidade	0	v-pcp prp n	Saúde
Ministro Nelson Jobim defende punições aos jornalistas que divulgam conteúdo de escuta ilegal	divulgam conteúdo	0	v-fin n	Política e conflitos
Ministérios divulgam lista de substâncias cancerígenas	divulgam lista	0	v-fin n	Saúde
CPI disse que divulgará lista de parlamentares envolvidos no mensalão em 10 dias	divulgará lista	0	v-fin n	Política e conflitos
Ministro do STF espera que governo divulgue dados de acesso de Lina Vieira ao Planalto	divulgue dados	0	v-fin n	Política e conflitos
Presidente Lula e o Partido dos Trabalhadores planejam eleger Palocci como governador de São Paulo em 2010, diz a imprensa	diz a imprensa	0	v-fin art n	Política e conflitos
Lula diz a líderes do G8 que fim dos subsídios agrícolas pode reduzir imigrações ilegais	diz a líderes	0	v-fin art n	Política e conflitos
Alencar apresenta boa condição geral de saúde, diz boletim médico	diz boletim	0	v-fin n	Política e conflitos
Desaconselhar viagens não resolve problema de propagação da gripe suína, diz comissária da UE	diz comissária	0	v-fin n	Saúde
Coréia do Norte concentra recursos para construção de bombas atômicas, diz desertor	diz desertor	0	v-fin n	Política e conflitos
Fase aguda da crise passou mas Brasil precisa superar sequelas, diz economista	diz economista	0	v-fin n	Economia e negócios
Moçambique tem que gerar confiança para atrair investidores, diz economista Mira Amaral	diz economista	0	v-fin n	Economia e negócios
Vendas diretas não são afetadas pela crise, diz entidade	diz entidade	0	v-fin n	Economia e negócios
Valério organizava bacanais com meretrizes em Brasília, diz ex-sócio	diz ex-sócio	0	v-fin n	Política e conflitos
Margaret Thatcher sofre de demência, diz filha	diz filha	0	v-fin n	Saúde
Mandela apresenta progressos e está "muito melhor", diz governo sul-africano	diz governo	0	v-fin n	Política e conflitos
Medida de Obama sobre espionagem é "primeiro passo", diz governo	diz governo	0	v-fin n	Política e conflitos
Brasileiro seqüestrado no Iraque está morto, diz jornal	diz jornal	0	v-fin n	Política e conflitos
Caso BPN: Dias Loureiro não tem nada em seu nome, diz jornal	diz jornal	0	v-fin n	Política e conflitos
Recursos Federais da Petrobras não chegaram à Fundação José Sarney, diz jornal	diz jornal	0	v-fin n	Economia e negócios
Educação alimentar é fundamental para evitar obesidade infantil, diz médico	diz médico	0	v-fin n	Saúde
Gripe suína no Brasil continua sob controle, diz Ministério da Saúde	diz ministério	0	v-fin n	Saúde
Brasil espera estar livre de aftosa até o final de 2010, diz ministro da Agricultura	diz ministro	0	v-fin n	Economia e negócios
Número 1 das Farc está morto, diz ministro colombiano	diz ministro	0	v-fin n	Política e conflitos
Obras de duplicação do Porto de Santos devem começar em 2009, diz ministro	diz ministro	0	v-fin n	Economia e negócios
Ofensiva em Gaza vai continuar, diz ministro israelense	diz ministro	0	v-fin n	Política e conflitos
Chávez diz na televisão que Israel usa métodos de Hitler e os EUA do Drácula	diz na televisão	0	v-fin prp n	Política e conflitos
Nasrallah diz na televisão que o Hizbollah derrotou Israel	diz na televisão	0	v-fin prp n	Política e conflitos
Ministério da Fazenda confirma que Erenice Guerra esteve no ministério no ano passado, diz O Globo; Ministério nega	diz o globo	0	v-fin art n	Política e conflitos
Crime organizado brasileiro chegou em Portugal, diz o jornal Correio da Manhã	diz o jornal	0	v-fin art n	Política e conflitos
Empresa envolvida no ?Escândalo do Mensalão? fez contrato falso para justificar a propina, diz o jornal	diz o jornal	0	v-fin art n	Política e conflitos
Justiça quebra sigilo de Protógenes Queiroz, diz o jornal ?O Estado de S. Paulo?	diz o jornal	0	v-fin art n	Política e conflitos
Palestino diz perante tribunal "que ajudava as FARC"	diz perante tribunal	0	v-fin prp n	Política e conflitos
Aprovação de Lula e do governo subiu em maio, diz pesquisa CNT/Sensus	diz pesquisa	0	v-fin n	Economia e negócios
Para turista estrangeiro, ?o melhor do Brasil é o brasileiro?, diz pesquisa	diz pesquisa	0	v-fin n	Economia e negócios
Quase metade apóia terceiro mandato de Lula, diz pesquisa	diz pesquisa	0	v-fin n	Política e conflitos
Gravações clandestinas não foram feitas no Senado do Brasil, diz polícia	diz polícia	0	v-fin n	Política e conflitos
Corpos jogados em rio no Iraque são de seqüestrados, diz presidente iraquiano	diz presidente	0	v-fin n	Política e conflitos
Projeto de reforma política é retrocesso e prejudica democracia, diz presidente do TSE	diz presidente	0	v-fin n	Política e conflitos
STF anula dez depoimentos de 10 acusados no ?Escândalo do Mensalão?; Marcos Valério quer acordo com a Justiça, diz Procuradoria da República	diz procuradoria	0	v-fin n	Política e conflitos
Mensalão pode ser maior ainda, diz relator da CPI	diz relator	0	v-fin n	Política e conflitos
José Sarney tem conta no exterior, diz revista	diz revista	0	v-fin n	Economia e negócios
