news source	News Category	News Healine
pt.wikinews.org	Economia e negócios	Governo marroquino demonstra interesse na produção de etanol
pt.wikinews.org	Economia e negócios	Governo nega interferência na negociação de venda da Delta
pt.wikinews.org	Economia e negócios	Governo prorroga IPI reduzido
pt.wikinews.org	Economia e negócios	Governo quer transformar o Brasil no país do pescado
pt.wikinews.org	Economia e negócios	Governo recebe levantamento sobre situação das cidades-sedes para Copa de 2014
pt.wikinews.org	Economia e negócios	Governo retoma debate sobre criação da Contribuição Social para a Saúde
pt.wikinews.org	Economia e negócios	Governo venezuelano nacionaliza Santander por US$ 1,05 bilhão
pt.wikinews.org	Economia e negócios	Governos do Brasil e Holanda assinam acordos comerciais e dizem que o protecionismo vai agravar a “Crise Financeira Internacional”
pt.wikinews.org	Economia e negócios	Granja dos Estados Unidos no México perto de caso confirmado de gripe suína
pt.wikinews.org	Economia e negócios	Granma destaca aliança estratégica entre Brasil e Venezuela
pt.wikinews.org	Economia e negócios	Grécia alcança acordo sobre medidas de austeridade
pt.wikinews.org	Economia e negócios	Grécia: líder dos Gregos Independentes anuncia coligação governamental
pt.wikinews.org	Economia e negócios	Greenpeace recolhe assinaturas para proteger a Amazônia e promover energia renovável
pt.wikinews.org	Economia e negócios	Greve de ferroviários no Rio
pt.wikinews.org	Economia e negócios	Greve de ônibus em Manaus
pt.wikinews.org	Economia e negócios	Greve do funcionalismo público em Portugal
pt.wikinews.org	Economia e negócios	Greve dos bancários chega ao fim em quase todo o país
pt.wikinews.org	Economia e negócios	Grupo Abril pretende sair do ramo televisivo
pt.wikinews.org	Economia e negócios	Grupo do Bric avalia não usar dólar no comércio entre Brasil China, Índia e Rússia, segundo Meirelles
pt.wikinews.org	Economia e negócios	Grupo Pão de Açúcar deve investir R$ 5 bilhões no Brasil
pt.wikinews.org	Economia e negócios	Grupo Pão de Açúcar e Casas Bahia anunciam fusão
pt.wikinews.org	Economia e negócios	Guebuza inaugura Ponte Guebuza em Moçambique
pt.wikinews.org	Economia e negócios	Guebuza inicia amanhã visita a Itália
pt.wikinews.org	Economia e negócios	Guebuza reuniu-se com Lula em Brasília
pt.wikinews.org	Economia e negócios	Guerra entre traficantes rivais e polícia assusta os moradores do Rio de Janeiro
pt.wikinews.org	Economia e negócios	Gugu vai sair do SBT e ir para a Rede Record
pt.wikinews.org	Economia e negócios	Guiné-Bissau: Greve dos transportes cancelada
pt.wikinews.org	Economia e negócios	Há 15 anos começava a circular o real, nova moeda nacional de poder aquisitivo estável
pt.wikinews.org	Economia e negócios	Hábito entre adolescentes de tirar e postar fotos sensuais na internet preocupa o MPF
pt.wikinews.org	Economia e negócios	Haiti precisa de mais de U$S 200 milhões para ajuda a refugiados
pt.wikinews.org	Economia e negócios	Hidrelétrica de Jirau é leiloada com deságio de 21,6%
pt.wikinews.org	Economia e negócios	Hillary Clinton esperada hoje em Cabo Verde
pt.wikinews.org	Economia e negócios	Hillary telefona a Zelaya e Micheletti diz que comunismo não volta a Honduras
pt.wikinews.org	Economia e negócios	Hillary termina périplo africano em Cabo Verde
pt.wikinews.org	Economia e negócios	Hollande confirma que economia da França não vai crescer 0,8% em 2013
pt.wikinews.org	Economia e negócios	Hong Kong importa 80 milhões de minhocas por causa da Olimpíada
pt.wikinews.org	Economia e negócios	Hoteis de Paulínia lotam para o SWU
pt.wikinews.org	Economia e negócios	Hugo Chaves chega à Rússia para acertar compra de armas
pt.wikinews.org	Economia e negócios	Hugo Chávez adverte a Espanha que não aceitará nenhuma “ingerência” em seu país
pt.wikinews.org	Economia e negócios	Hugo Chávez diz que irá nacionalizar banco do grupo espanhol Santander
pt.wikinews.org	Economia e negócios	Hugo Chávez recebe medalha do Presidente do Irã
pt.wikinews.org	Economia e negócios	IBGE convoca recenseadores para treinamento dos Censos 2007
pt.wikinews.org	Economia e negócios	IBGE eleva estimativa da safra brasileira de grãos de 2012 para 160,7 milhões de toneladas
pt.wikinews.org	Economia e negócios	IBGE eleva previsão da safra agrícola brasileira
pt.wikinews.org	Economia e negócios	IBGE treina recenseadores para Censos 2007
pt.wikinews.org	Economia e negócios	Imigração japonesa é comemorada no Centro de Convenções do Anhembi.
pt.wikinews.org	Economia e negócios	Impostômetro é instalado no Recife
pt.wikinews.org	Economia e negócios	Impostos no Brasil já consomem 41,6% do PIB diz IBPT
pt.wikinews.org	Economia e negócios	Incêndio destrói 90% da obra do artista plástico Helio Oiticica, avaliada em US$ 200 milhões
pt.wikinews.org	Economia e negócios	Índice de municípios brasileiros com IDHM médio e alto chega a 74%
pt.wikinews.org	Economia e negócios	Índice Geral de Preços recua para 0,45% em abril
pt.wikinews.org	Economia e negócios	Indígenas mantêm um refém no Maranhão para cobrar acesso à energia elétrica
pt.wikinews.org	Economia e negócios	Indústria começa segundo semestre com crescimento moderado
pt.wikinews.org	Economia e negócios	Inflação em São Paulo sobe para 0,27% na terceira prévia do mês
pt.wikinews.org	Economia e negócios	INSS suspende empréstimos para aposentados
pt.wikinews.org	Economia e negócios	Investidor não sofrerá perdas com fusão Bovespa-BM&F, garantem executivos
pt.wikinews.org	Economia e negócios	Investimento público é melhor alternativa para o desenvolvimento da política fiscal, diz Coutinho
pt.wikinews.org	Economia e negócios	IPI para automóveis e eletrodomésticos não será prorrogado, segundo ministro Mantega
pt.wikinews.org	Economia e negócios	Irã e Rússia: discussões econômicas agendadas para 11 de Dezembro
pt.wikinews.org	Economia e negócios	Irã nega que ocupação de plataforma tenha sido acto hostil contra a Romênia
pt.wikinews.org	Economia e negócios	Irã tenta despertar a atenção de investidores brasileiros e de outros países
pt.wikinews.org	Economia e negócios	Iraque acusa Irã de roubar petróleo de poços de área de fronteira
pt.wikinews.org	Economia e negócios	Irlanda vai nacionalizar o terceiro maior banco do país
pt.wikinews.org	Economia e negócios	Islândia receberá empréstimo do FMI
pt.wikinews.org	Economia e negócios	Itaipu volta a operar normalmente
pt.wikinews.org	Economia e negócios	Itália prende 47 pessoas suspeitas de envolvimento com a máfia da Camorra
pt.wikinews.org	Economia e negócios	Itamaraty confirma denúncia contra o Reino Unido por tráfico de resíduos
pt.wikinews.org	Economia e negócios	Itaú e Unibanco anunciam fusão
pt.wikinews.org	Economia e negócios	Itaú e Unibanco não fecharão agências, diz sindicalista
pt.wikinews.org	Economia e negócios	Japão faz um minuto de silêncio em homenagem às vítimas do terremoto de 2011
pt.wikinews.org	Economia e negócios	Japão passa a fabricar iogurte de café
pt.wikinews.org	Economia e negócios	João Pessoa sedia Fórum de Governadores do Nordeste
pt.wikinews.org	Economia e negócios	Jobim defende que caixas dos partidos recebam doações para candidatos
pt.wikinews.org	Economia e negócios	Johnnie Carson fala da digressão de Clinton a África
pt.wikinews.org	Economia e negócios	Jornalista angolano condenado por "difamar" Forças Armadas tem a pena suspensa
pt.wikinews.org	Economia e negócios	José Alencar nomeia servidor como novo presidente da Embrapa
pt.wikinews.org	Economia e negócios	José Sarney anuncia o fechamento da Fundação José Sarney
pt.wikinews.org	Economia e negócios	José Sarney tem conta no exterior, diz revista
pt.wikinews.org	Economia e negócios	José Sócrates demite-se após derrota no Parlamento
pt.wikinews.org	Economia e negócios	Joyce Banda, vice-presidenta do Malaui, toma posse como presidenta
pt.wikinews.org	Economia e negócios	Juros americanos caem, buscando acalmar o mercado
pt.wikinews.org	Economia e negócios	Justiça britânica bloqueia cerca de US$ 46 milhões a pedido do Ministério da Justiça
pt.wikinews.org	Economia e negócios	Justiça determina desbloqueio de bens de farmacêutica acusada de violar patente
pt.wikinews.org	Economia e negócios	Justiça determina retorno de prefeito de Limeira afastado por suspeita de corrupção
pt.wikinews.org	Economia e negócios	Justiça Federal condena 14 pessoas envolvidas na máfia dos combustíveis
pt.wikinews.org	Economia e negócios	Justiça manda Correios cancelarem edital de agências franqueadas
pt.wikinews.org	Economia e negócios	Justiça manda sem-terra desocupar lavoura de laranja do interior paulista, mas MST diz que fica
pt.wikinews.org	Economia e negócios	Justiça ouve em São Paulo testemunhas de Gushiken e Marcos Valério
pt.wikinews.org	Economia e negócios	Lamy convoca reunião com bancos para discutir crédito
pt.wikinews.org	Economia e negócios	Líder do PSDB no Senado protocola denúncia no Conselho de Ética
pt.wikinews.org	Economia e negócios	Líder elogia decisão do STF de retirar acusação contra Delúbio, Genoíno e Valério
pt.wikinews.org	Economia e negócios	Líder indígena reconhece dificuldades para retomada da produção na Raposa Serra do Sol
pt.wikinews.org	Economia e negócios	Líderes do G20 se comprometem a evitar agravamento do desequilíbrio econômico
pt.wikinews.org	Economia e negócios	Líderes governistas não definem nomes para presidência e relatoria da CPI da Petrobras
pt.wikinews.org	Economia e negócios	Liminar da Justiça no Brasil proíbe apresentador e a emissora de TV fazer denúncias ao governador de Mato Grosso
pt.wikinews.org	Economia e negócios	Lina Vieira depõe no Senado e confirma encontro com Dilma Rouseff, mas não se lembra o dia do encontro
pt.wikinews.org	Economia e negócios	Livro traça o "DNA" do Brasil na área do comportamento e consumo
pt.wikinews.org	Economia e negócios	Lucro da Petrobras no semestre caiu 20% em relação ao ano passado
pt.wikinews.org	Economia e negócios	Lucro da Petrobras no trimestre cresce 96% e atinge R$ 10,8 bilhões
pt.wikinews.org	Economia e negócios	Luis Alberto Moreno da Colômbia é o novo Presidente do BID
pt.wikinews.org	Economia e negócios	Lula almoça com presidente chinês e conversa sobre comércio exterior
pt.wikinews.org	Economia e negócios	Lula assina MP para flexibilizar limite de endividamento de cidades-sede da Copa de 2014
pt.wikinews.org	Economia e negócios	Lula assina o reajuste de 10% do programa social do governo Bolsa Família e nova lei de adoção
pt.wikinews.org	Economia e negócios	Lula chega a Genebra para Conferência Internacional do Trabalho e encontro com Sarkozy
pt.wikinews.org	Economia e negócios	Lula chega a Paris e volta a defender o G20
pt.wikinews.org	Economia e negócios	Lula chega à Rússia para reunião do Bric
pt.wikinews.org	Economia e negócios	Lula cobra da ONU solução para crise financeira mundial
pt.wikinews.org	Economia e negócios	Lula cobra de Obama solução para a crise e retomada da Rodada Doha
pt.wikinews.org	Economia e negócios	Lula cobra discurso unificado dos países ricos em relação à crise mundial
pt.wikinews.org	Economia e negócios	Lula cobra mudanças de nações desenvolvidas para superar crise econômica mundial
pt.wikinews.org	Economia e negócios	Lula confia na candidatura do Rio como sede das Olimpíadas de 2016
pt.wikinews.org	Economia e negócios	Lula confirma saída do presidente do Banco do Brasil
pt.wikinews.org	Economia e negócios	Lula conversa com Chávez e defende a construção de laços de confiança na América do Sul
pt.wikinews.org	Economia e negócios	Lula critica FMI e Bird por não interferirem em países desenvolvidos durante crise
pt.wikinews.org	Economia e negócios	Lula defende fortalecimento da ONU e reformulação do FMI
pt.wikinews.org	Economia e negócios	Lula defende liderança do G20
pt.wikinews.org	Economia e negócios	Lula defende Morales e diz que houve "muita fumaça e pouco fogo"
pt.wikinews.org	Economia e negócios	Lula defende os biocombustíveis em reunião da ONU
pt.wikinews.org	Economia e negócios	Lula defende papel do Estado como regulador do sistema financeiro
pt.wikinews.org	Economia e negócios	Lula defende que Irã use energia nuclear apenas para fins pacíficos
pt.wikinews.org	Economia e negócios	Lula defende reforma na ONU e no FMI depois de receber prêmio em Londres
pt.wikinews.org	Economia e negócios	Lula defenderá na reunião do G20 novas bases para regular atividade financeira
pt.wikinews.org	Economia e negócios	Lula disse que foco de febre aftosa já foi debelado
pt.wikinews.org	Economia e negócios	Lula disse que Venezuela tem democracia em excesso
pt.wikinews.org	Economia e negócios	Lula diz acreditar na possibilidade de "final feliz" para Rodada Doha
pt.wikinews.org	Economia e negócios	Lula diz que "deus mercado" quebrou por falta de controle
pt.wikinews.org	Economia e negócios	Lula diz que a carga tributária no Brasil está muito distante das mais elevadas do mundo
pt.wikinews.org	Economia e negócios	Lula diz que crise imobiliária americana é única coisa que preocupa economia brasileira
pt.wikinews.org	Economia e negócios	Lula diz que economia estaria melhor se setores da indústria não tivessem entrado em pânico e promete eleger sucessor para ele fazer mais que o seu governo
pt.wikinews.org	Economia e negócios	Lula diz que G20 está consagrado como fórum de discussão em substituição a G8
pt.wikinews.org	Economia e negócios	Lula diz que não há muito que esperar da reunião do G20 em Washington
pt.wikinews.org	Economia e negócios	Lula diz que não haverá apagão elétrico no Brasil
pt.wikinews.org	Economia e negócios	Lula diz que não reverá preços de Itaipu; Amorim diz que é possível
pt.wikinews.org	Economia e negócios	Lula e Berlusconi pedem que economias não entrem em pânico
pt.wikinews.org	Economia e negócios	Lula e Calderón querem estreitar relações comerciais
pt.wikinews.org	Economia e negócios	Lula e Chávez assinam acordo sobre petróleo
pt.wikinews.org	Economia e negócios	Lula e Chávez encontram-se em Pernambuco
pt.wikinews.org	Economia e negócios	Lula e Cristina Kirchner se reúnem em São Paulo
pt.wikinews.org	Economia e negócios	Lula e Cristina Kirchner vão negociar fim de impasse nas licenças de produtos
pt.wikinews.org	Economia e negócios	Lula e Guebuza encontram-se em Brasília
pt.wikinews.org	Economia e negócios	Lula e Sarkozy assinam atos no Rio
pt.wikinews.org	Economia e negócios	Lula estuda resposta às ações de Evo Morales
pt.wikinews.org	Economia e negócios	Lula garante que Brasil terá grande desenvolvimento em 2006
pt.wikinews.org	Economia e negócios	Lula inaugura, na Bahia, primeira usina de biodiesel da Petrobras
pt.wikinews.org	Economia e negócios	Lula inicia visita aos Países Baixos
pt.wikinews.org	Economia e negócios	Lula nega que tenha indicado empreiteira para construir estádio do Corinthians
pt.wikinews.org	Economia e negócios	Lula participa de encontro da CPLP em Lisboa
pt.wikinews.org	Economia e negócios	Lula participa de reunião do G20 Financeiro
pt.wikinews.org	Economia e negócios	Lula pede "serenidade e muita conversa" para preservar paz na América do Sul
pt.wikinews.org	Economia e negócios	Lula presenteia Obama com camisa da seleção brasileira
pt.wikinews.org	Economia e negócios	Lula quer movimentar economia das regiões pobres com o Minha Casa, Minha Vida
pt.wikinews.org	Economia e negócios	Lula quer vender etanol para Europa e fazer parcerias para produzir na África
pt.wikinews.org	Economia e negócios	Lula reafirma que sistema financeiro internacional precisa de regulação dos Estados
pt.wikinews.org	Economia e negócios	Lula recebe primeiro-ministro britânico
pt.wikinews.org	Economia e negócios	Lula sanciona lei do pré-sal com veto à partilha dos royalties
pt.wikinews.org	Economia e negócios	Lula sanciona projeto de lei que cria o Fundo Soberano
pt.wikinews.org	Economia e negócios	Lula vai conversar com Obama sobre renovação de embargo comercial a Cuba
pt.wikinews.org	Economia e negócios	Lula veta inclusão de ações orçamentárias para a Copa de 2014 no PAC incluídos na Lei de Diretrizes Orçamentárias
pt.wikinews.org	Economia e negócios	Lula viaja à Cuba oferecendo 1 bilhão de dólares
pt.wikinews.org	Economia e negócios	Lula, Cristina Kirchner e Hugo Chávez discutem crise energética argentina
pt.wikinews.org	Economia e negócios	Lula: sucesso do acordo com o Irã depende da disposição da ONU para negociar
pt.wikinews.org	Economia e negócios	Luz para Todos é conquista de cidadania pela parcela mais pobre do Brasil, diz Lula
pt.wikinews.org	Economia e negócios	Macau poderá ter escritório comercial paulistano
pt.wikinews.org	Economia e negócios	Madeira apreendida pelo Ibama será doada para vítimas de enchentes no Pará
pt.wikinews.org	Economia e negócios	Madoff é condenado a 150 anos de prisão
pt.wikinews.org	Economia e negócios	Maior banco dos Estados Unidos anuncia grande prejuízo
pt.wikinews.org	Economia e negócios	Mais uma afiliada abandona o SBT
pt.wikinews.org	Economia e negócios	Malária aumenta 63% em distrito de Porto Velho por causa de construção de usinas
pt.wikinews.org	Economia e negócios	Manifestantes convocam protestos contra austeridade em Portugal para sábado e terça-feira
pt.wikinews.org	Economia e negócios	Manifestantes vão às ruas da Espanha no aniversário de um ano do movimento Indignados
pt.wikinews.org	Economia e negócios	Manobra do Governo Federal impede a CPI da Petrobras
pt.wikinews.org	Economia e negócios	Mantega acredita que país poderá ter até 700 mil novos empregos no fim do ano
pt.wikinews.org	Economia e negócios	Mantega anuncia criação de mais duas alíquotas do Imposto de Renda
pt.wikinews.org	Economia e negócios	Mantega anuncia liberação de R$ 15 bilhões para pequenas, médias e grandes empresas
pt.wikinews.org	Economia e negócios	Mantega anuncia no fim da tarde mais medidas para frear desvalorização do dólar
pt.wikinews.org	Economia e negócios	Mantega atribui a bancos públicos recuperação rápida e sustentável da economia
pt.wikinews.org	Economia e negócios	Mantega considera crise a pior desde a depressão de 1929 com a quebra da Bolsa de Nova York
pt.wikinews.org	Economia e negócios	Mantega convoca reunião extraordinária do G-20 Financeiro para discutir crise mundial
pt.wikinews.org	Economia e negócios	Mantega defende reforma tributária para aumentar competitividade e manter economia em crescimento
pt.wikinews.org	Economia e negócios	Mantega reafirma aquecimento da economia
pt.wikinews.org	Economia e negócios	Marinha alemã frusta ataque de piratas na costa da Somália
pt.wikinews.org	Economia e negócios	Marvel é adquirida pela Disney
pt.wikinews.org	Economia e negócios	Mato Grosso do Sul é reconhecido como livre de febre aftosa com vacinação
pt.wikinews.org	Economia e negócios	Mecanismo de busca da Microsoft cresce em junho
pt.wikinews.org	Economia e negócios	Meirelles afima que há sinais de que a economia brasileira saiu da recessão
pt.wikinews.org	Economia e negócios	Mello Xavier condenado a 7 meses
pt.wikinews.org	Economia e negócios	Mercedes Benz adquire maior parte da Brawn GP
pt.wikinews.org	Economia e negócios	Mercosul acerta detalhes do acordo de livre comércio com o Egito
pt.wikinews.org	Economia e negócios	Mercosul e Israel assinam acordo de Livre Comércio
pt.wikinews.org	Economia e negócios	Mercosul faz reunião no Paraguai sem uma definição sobre tarifa de importação
pt.wikinews.org	Economia e negócios	Mesa Diretora do Senado quer reformar plenário e aprova o funcionamento de escritórios de parlamentares em estados
pt.wikinews.org	Economia e negócios	Metrô de Lisboa em greve
pt.wikinews.org	Economia e negócios	Microsoft espera que Yahoo aceite proposta rapidamente
pt.wikinews.org	Economia e negócios	Microsoft não desiste e deve passar por cima de diretoria do Yahoo!
pt.wikinews.org	Economia e negócios	Microsoft quer uma resposta rápida do Yahoo
pt.wikinews.org	Economia e negócios	Microsoft revê sua política sobre weblogs
pt.wikinews.org	Economia e negócios	Milionários russos planejam iniciar a construção de sua cidade em 2006
pt.wikinews.org	Economia e negócios	Militantes do PT fazem festa antecipada pelos 64 anos de Lula
pt.wikinews.org	Economia e negócios	Minc afirma que Brasil não será a lata de lixo do planeta
pt.wikinews.org	Economia e negócios	Minc participa de Congresso Internacional de Jornalismo Investigativo
pt.wikinews.org	Economia e negócios	Ministério da Ciência e Tecnologia vai selecionar 203 servidores para a Cnen até janeiro
pt.wikinews.org	Economia e negócios	Ministério da Cultura quer emendas de parlamentares para aumentar orçamento
pt.wikinews.org	Economia e negócios	Ministério da Defesa anuncia aumento médio de 47,19% para militares
pt.wikinews.org	Economia e negócios	Ministério da Saúde da Venezuela proíbe comércio da "Cola-Cola Zero"
pt.wikinews.org	Economia e negócios	Ministério da Saúde do Brasil diz que não há falta de medicamento para tratar gripe A
pt.wikinews.org	Economia e negócios	Ministério das Cidades libera R$ 1 bilhão para moradias populares em pequenos municípios
pt.wikinews.org	Economia e negócios	Ministério das Relações Exteriores do Brasil defende Venezuela
pt.wikinews.org	Economia e negócios	Ministério do Egito pede que pessoas parem de baixar filmes e músicas
pt.wikinews.org	Economia e negócios	Ministério do Trabalho: recorde na criação de empregos no Brasil
pt.wikinews.org	Economia e negócios	Ministério lança página na internet com ações em saúde no Brasil
pt.wikinews.org	Economia e negócios	Ministério libera R$ 213 milhões para estados ampliarem atendimento básico de saúde
pt.wikinews.org	Economia e negócios	Ministério Público de Paulínia pede a suspensão da cobrança no pedágio do município
pt.wikinews.org	Economia e negócios	Ministério Público processa ex-prefeito César Maia por gastos com a Cidade da Música
pt.wikinews.org	Economia e negócios	Ministra diz que greves na França custam até 400 milhões de euros por dia e fala em prejuízo moral
pt.wikinews.org	Economia e negócios	Ministro admite "pequenas falhas" na lista de fazendas liberadas para exportar carne
pt.wikinews.org	Economia e negócios	Ministro Cabo-Verdiano comenta visita de Hillary Clinton
pt.wikinews.org	Economia e negócios	Ministro da Economia argentino renuncia
pt.wikinews.org	Economia e negócios	Ministro diz que determinação de Lula é não aumentar tarifa de energia depois de acordo
pt.wikinews.org	Economia e negócios	Ministro Mantega critica estados por substituição tributária
pt.wikinews.org	Economia e negócios	Ministro sugere a empresários esforço redobrado para fechar negócios com o Irã
pt.wikinews.org	Economia e negócios	Ministros dizem que crescimento do Brasil em 2009 deve ficar acima da média mundial
pt.wikinews.org	Economia e negócios	Ministros do Mercosul discutem Rodada Doha no Rio
pt.wikinews.org	Economia e negócios	Ministros falam sobre preparativos para a Copa 2014 em programa especial de rádio
pt.wikinews.org	Economia e negócios	Ministros sul-americanos discutem dia 24 acordo militar entre Colômbia e Estados Unidos
pt.wikinews.org	Economia e negócios	Moçambique prevê queda de produção de caju
pt.wikinews.org	Economia e negócios	Moçambique tem que gerar confiança para atrair investidores, diz economista Mira Amaral
pt.wikinews.org	Economia e negócios	Modelo de partilha da produção do pré-sal é uma boa ideia, avalia Pinguelli Rosa, da UFRJ
pt.wikinews.org	Economia e negócios	Morales chama embaixador dos EUA de "persona non grata" e decide expulsá-lo
pt.wikinews.org	Economia e negócios	Morales diz que não chamou Petrobrás de contrabandista e acusa a imprensa
pt.wikinews.org	Economia e negócios	Morales tomou café com Lula no sábado
pt.wikinews.org	Economia e negócios	Morre aos 78 anos, o presidente do Malaui, Bingu wa Mutharika
pt.wikinews.org	Economia e negócios	Morre Olavo Setubal, banqueiro e ex-prefeito de São Paulo
pt.wikinews.org	Economia e negócios	Mostra sobre brasileiro que inventou o balão termina neste domingo em Brasília
pt.wikinews.org	Economia e negócios	Movimento denuncia que retirada de moradores da região da Usina de Santo Antonio não está sendo pacífica
pt.wikinews.org	Economia e negócios	MTV Brasil deixa ser transmitido em sinal aberto nas parabólicas
pt.wikinews.org	Economia e negócios	Mudança no perfil de imigrante faz número de estrangeiros no Brasil ser o menor da história
pt.wikinews.org	Economia e negócios	Multa para multinacional McDonald's no Brasil por dar de presente os brinquedos com os menus infantis
pt.wikinews.org	Economia e negócios	Multinacional inaugura centro de pesquisas em Paulínia
pt.wikinews.org	Economia e negócios	Na China, Lula diz que atraso na reforma do Conselho de Segurança enfraquece a ONU
pt.wikinews.org	Economia e negócios	Na tentativa de conter efeitos da crise econômica, Portugal suspende feriados
pt.wikinews.org	Economia e negócios	Nampula sem luz há 18 dias
pt.wikinews.org	Economia e negócios	Não haverá desabastecimento de gás na Argentina, dizem interventores da petrolífera YPF
pt.wikinews.org	Economia e negócios	Navio ucraniano saído do Brasil é sequestrado pelos piratas da Somália
pt.wikinews.org	Economia e negócios	Negócios entre a China e os países africanos batem recorde no ano
pt.wikinews.org	Economia e negócios	Nível de emprego da indústria paulista cai 0,36% em junho
pt.wikinews.org	Economia e negócios	No Brasil, franceses preferem Sarkozy a Hollande
pt.wikinews.org	Economia e negócios	No dia de combate à baixaria na TV, especialistas discutem a qualidade dos programas
pt.wikinews.org	Economia e negócios	No discurso da véspera do Dia do Trabalho, Dilma Rouseff volta a cobrar dos bancos juros mais baixos e que promete combater "malfeitos e malfeitores"
pt.wikinews.org	Economia e negócios	Nova denúncia sobre Recursos Federais da Petrobras que não chegaram à Fundação José Sarney
pt.wikinews.org	Economia e negócios	Novas mudanças de canais de TVs no Mato Grosso
pt.wikinews.org	Economia e negócios	Novas regras para planos de saúde começam a valer nesta segunda-feira
pt.wikinews.org	Economia e negócios	Novas regras para telefonia celular no Brasil
pt.wikinews.org	Economia e negócios	Nove mil crianças e adolescentes convivem com aids no país
pt.wikinews.org	Economia e negócios	Novo Concurso de Recenseadores do IBGE
pt.wikinews.org	Economia e negócios	Novo regulamento de transporte em Moçambique
pt.wikinews.org	Economia e negócios	Novo relatório da Associação Justiça, Paz e Democracia sobre a corrupção em Angola
pt.wikinews.org	Economia e negócios	Novo salário mínimo brasileiro passará a valer a partir de sábado
pt.wikinews.org	Economia e negócios	Novo shopping de luxo é inaugurado em São Paulo
pt.wikinews.org	Economia e negócios	Novo valor do Bolsa Família começa a ser pago em setembro
pt.wikinews.org	Economia e negócios	Novos casos de febre aftosa são descobertos no Brasil
pt.wikinews.org	Economia e negócios	Novos dados sobre exploração de madeira na Amazônia devem sair em agosto
pt.wikinews.org	Economia e negócios	Número de feriados nacionais no Brasil divide opiniões
pt.wikinews.org	Economia e negócios	Número de pessoas sem trabalhar é o menor desde 2003
pt.wikinews.org	Economia e negócios	O drama dos estudantes de São Tomé e Príncipe em Cuba
pt.wikinews.org	Economia e negócios	O gigante das chuteiras de barro
pt.wikinews.org	Economia e negócios	O petróleo continua baixando apesar dos esforços da OPEP
pt.wikinews.org	Economia e negócios	OAB prorroga prazo para adaptação de sociedades de advogados
pt.wikinews.org	Economia e negócios	Obama defende participação do Brasil na busca de soluções para a crise mundial
pt.wikinews.org	Economia e negócios	Obama se reunirá no próximo sábado com líderes da Unasul
pt.wikinews.org	Economia e negócios	Obama suspenderá restrições de viagem e envio de dinheiro a Cuba
pt.wikinews.org	Economia e negócios	Obras de duplicação do Porto de Santos devem começar em 2009, diz ministro
pt.wikinews.org	Economia e negócios	OCDE sugere que Brasil reduza metas de inflação a partir de 2011
pt.wikinews.org	Economia e negócios	Odebrecht conclui obras e deixa 1200 jovens para o desemprego em Benguela
pt.wikinews.org	Economia e negócios	Oi fecha acordo para a compra da Brasil Telecom
pt.wikinews.org	Economia e negócios	OMC marca para março discussões sobre relação entre taxas de câmbio e comércio internacional
pt.wikinews.org	Economia e negócios	ONU alerta para falta de contribuição dos países ricos para os objetivos do milênio
pt.wikinews.org	Economia e negócios	ONU e Banco Mundial atribuem a biocombustível parte da culpa por alta dos alimentos
pt.wikinews.org	Economia e negócios	ONU pede à comunidade internacional fundo de US$ 613 milhões para vítimas em Gaza
pt.wikinews.org	Economia e negócios	ONU pede US$ 2,5 bilhões para enfrentar crise global dos alimentos
pt.wikinews.org	Economia e negócios	ONU: total de desnutridos no mundo este ano deve passar de 1 bilhão por causa da crise
pt.wikinews.org	Economia e negócios	Operação da Polícia Federal prende Daniel Dantas, Celso Pitta e Naji Nahas
pt.wikinews.org	Economia e negócios	Operadoras de cartão de crédito poderão informar sobre comércio pornográfico na internet
pt.wikinews.org	Economia e negócios	Oposição já tem pronto requerimento de convocação de Dilma para acareação no Senado
pt.wikinews.org	Economia e negócios	Opportunity reclama de possível indiciamento de Dantas por relatora da CPI dos Grampos
pt.wikinews.org	Economia e negócios	Organização Mundial do Comércio livra Antigua de uma dívida de 21 milhões de dólares devido a VDA's Americanos
pt.wikinews.org	Economia e negócios	Pacote de medidas inicia a revitalização da zona portuária do Rio de Janeiro
pt.wikinews.org	Economia e negócios	País tem déficit de US$ 7,074 bilhões em conta corrente no primeiro semestre
pt.wikinews.org	Economia e negócios	Países da América do Sul devem adotar ações conjuntas contra crise econômica
pt.wikinews.org	Economia e negócios	Países divergem sobre regulação do mercado financeiro internacional
pt.wikinews.org	Economia e negócios	Países do Mercosul criam fundo para desenvolvimento da região
pt.wikinews.org	Economia e negócios	Países do sul da África assinam acordo de preferências comerciais com Mercosul
pt.wikinews.org	Economia e negócios	Países emergentes conseguem ampliar participação na próxima cúpula do G8
pt.wikinews.org	Economia e negócios	Países emergentes levarão ao G8 preocupação com crise dos alimentos e alta do petróleo
pt.wikinews.org	Economia e negócios	Países vizinhos vão desminar leste de Angola
pt.wikinews.org	Economia e negócios	Paquistão e China assinam tratado de livre comércio
pt.wikinews.org	Economia e negócios	Para diretora-gerente do FMI, economia mundial dá sinais de estabilização
pt.wikinews.org	Economia e negócios	Para Irã, Brasil é interlocutor preferido no continente
pt.wikinews.org	Economia e negócios	Para Lula, PIB brasileiro demonstra que economia está no caminho certo
pt.wikinews.org	Economia e negócios	Para turista estrangeiro, “o melhor do Brasil é o brasileiro”, diz pesquisa
pt.wikinews.org	Economia e negócios	Paraguai sai frustrado da presidência temporária do Mercosul
