NewsHeadline	Phrase	SOHuman	Pattern	NewsCategory
Câmara dos deputados brasileira aprova novo acordo tarifário para Itaipu	deputados brasileira	0	n, adj	
Câmara dos deputados brasileira aprova novo acordo tarifário para Itaipu	deputados brasileira	0	n, adj	
Câmara dos deputados brasileira comemora Dia Internacional da Síndrome de Down	deputados brasileira	0	n, adj	
Deputados brasileiros discutem projeto que obriga mistura da farinha de trigo com mandioca	deputados brasileiros	0	n, adj	
Câmara contraria Conselho e absolve dois deputados brasileiros acusados de envolvimento com o mensalão	deputados brasileiros	0	n, adj	
Câmara retira do ar sítios de deputados brasileiros afastados	deputados brasileiros	0	n, adj	
Câmara tem pedidos para cassar 23 deputados brasileiros envolvidos no mensalão	deputados brasileiros	0	n, adj	
Conselho de Ética recomenda cassação de dois deputados brasileiros	deputados brasileiros	0	n, adj	
Deputados brasileiros discutem lei sobre sexo e nudismo na TV	deputados brasileiros	0	n, adj	
Deputados brasileiros discutem projeto que obriga mistura da farinha de trigo com mandioca	deputados brasileiros	0	n, adj	
Deputados brasileiros endurecem lei contra milícias, justiceiros e segurança informal	deputados brasileiros	0	n, adj	
Mensalão: relatório das CPIs cita indícios contra 18 deputados brasileiros	deputados brasileiros	0	n, adj	
Relatores recomendam cassação de dois deputados brasileiros envolvidos em corrupção	deputados brasileiros	0	n, adj	
Segundo Presidente de CPI número de deputados brasileiros suspeitos de envolvimento com máfia das ambulâncias pode chegar a 45	deputados brasileiros	0	n, adj	
Tesoureiro do PT afirma que não comprou votos de deputados brasileiros	deputados brasileiros	0	n, adj	
Agência das FARC anuncia morte de 11 deputados colombianos	deputados colombianos	0	n, adj	
ANP vende em leilão 460 milhões de litros de biodiesel com deságio médio de 1,48%	deságio médio	-1	n, adj	
ANP vende em leilão 460 milhões de litros de biodiesel com deságio médio de 1,48%	deságio médio	-1	n, adj	
Comissão Nacional da Verdade identifica corpo de desaparecido político morto há 43 anos no Brasil	desaparecido político	-1	n, adj	
Investigar destino de desaparecidos políticos deve ser prioridade da Comissão da Verdade, defendem intelectuais	desaparecidos políticos	-1	n, adj	
Rússia: Desastre aéreo mata 32 e fere 11 pessoas na Sibéria	desastre aéreo	-2	n, adj	
Taxa de desemprego feminina é maior que a masculina, mostra OIT	desemprego feminina	-2	n, adj	
Brasil melhora índices mas continua no 70º lugar em desenvolvimento humano	desenvolvimento humano	2	n, adj	
Líderes do G20 se comprometem a evitar agravamento do desequilíbrio econômico	desequilíbrio econômico	-1	n, adj	
Líderes do G20 se comprometem a evitar agravamento do desequilíbrio econômico	desequilíbrio econômico	-2	n, adj	
Guiné Bissau: Analise do desfecho eleitoral	desfecho eleitoral	0	n, adj	
Peru registra 11 mortes por gripe suína e governo adia desfiles militares em feriado nacional	desfiles militares	1	n, adj	
Peru registra 11 mortes por gripe suína e governo adia desfiles militares em feriado nacional	desfiles militares	1	n, adj	
Morre aos 87 anos, o designer italiano, Francesco Smalto	designer italiano	0	n, adj	
Destinação correta de embalagens de agrotóxicos cresce 17% no primeiro semestre	destinação correta	1	n, adj	
Câmara dos deputados brasileira comemora Dia Internacional da Síndrome de Down	dia internacional	0	n, adj	
Ministério da Saúde do Brasil defende o uso da pílula do dia seguinte	dia seguinte	0	n, adj	
Brasil ainda registra muitos casos de diagnóstico tardio da hanseníase	diagnóstico tardio	-2	n, adj	
Fiscalização de casos de gripe suína na fronteira com a Argentina só acontece em dias úteis	dias úteis	0	n, adj	
Fiscalização de casos de gripe suína na fronteira com a Argentina só acontece em dias úteis	dias úteis	0	n, adj	
Executiva Nacional do Partido dos Trabalhadores sabia sobre dinheiro ilegal, disse ex-secretário	dinheiro ilegal	-2	n, adj	
Publicitário Duda Mendonça disse que dinheiro ilegal pagou a campanha de Lula à Presidência do Brasil	dinheiro ilegal	-2	n, adj	
Deputado brasileiro da oposição admite ter recebido dinheiro irregular	dinheiro irregular	-2	n, adj	
Ex-tesoureiro admite que PT usou dinheiro irregular em campanhas políticas no Brasil	dinheiro irregular	-2	n, adj	
Deputado que mandou a opinião pública ?se lixar? sobre o pedido de absolvição do deputado do castelo no Conselho de Ética, é acusado pelo MPF de gastar o dinheiro público para ligações de disque-sexo	dinheiro público	0	n, adj	
MPF vai investigar uso de dinheiro público por fundação de Sarney	dinheiro público	0	n, adj	
Obama toma posse com promessa de diplomacia ativa na América Latina	diplomacia ativa	2	n, adj	
Honduras ameaça cancelar vistos de diplomatas norte-americanos em Tegucigalpa	diplomatas norte-americanos	0	n, adj	
Anistia Internacional pede que direitos humanos sejam respeitados na China	direitos humanos	1	n, adj	
Ativista dos direitos humanos é pressionado a deixar Cuba	direitos humanos	1	n, adj	
Comissária da ONU critica demora do Congresso em aprovar projetos na área de direitos humanos	direitos humanos	1	n, adj	
Dilma diz que caso de Sakineh é questão de direitos humanos, mas evita entrar em detalhes	direitos humanos	1	n, adj	
Dilma e Hu Jintao conversam sobre direitos humanos no momento em que artista chinês é preso	direitos humanos	1	n, adj	
ONU vai investigar possíveis violações de direitos humanos de Israel em Gaza	direitos humanos	1	n, adj	
Obama faz o discurso histórico em Gana, primeiro país da África a visitar	discurso histórico	1	n, adj	
Presidente do Brasil faz discurso otimista sobre o país	discurso otimista	2	n, adj	
Irã e Rússia: discussões econômicas agendadas para 11 de Dezembro	discussões econômicas	1	n, adj	
Irã e Rússia: discussões econômicas agendadas para 11 de Dezembro	discussões econômicas	1	n, adj	
Prévia na Pensilvânia pode decidir disputa democrata nos EUA	disputa democrata	1	n, adj	
Partidários de Fujimori inscrevem ex-Presidente para disputa eleitoral	disputa eleitoral	0	n, adj	
Serra vence a disputa eleitoral em São Paulo, segundo Datafolha	disputa eleitoral	0	n, adj	
Grupo de dissidentes políticos cubanos deixa o país para viver na Espanha	dissidentes políticos	-2	n, adj	
Justiça argentina condena ex-general e ex-coronel por crimes cometidos na ditadura militar	ditadura militar	-2	n, adj	
Kirchner pretende pagar logo a dívida argentina com a Espanha	dívida argentina	-1	n, adj	
Brasil passa a ter saldo credor contra dívida externa	dívida externa	-1	n, adj	
Agência de risco Moody?s concede ?grau de investimento? para a dívida pública do Brasil; Henrique Meirelles diz que a classificação significa que o país está saindo forte da crise	dívida pública	-1	n, adj	
Brasil poderá comprar títulos da dívida pública portuguesa	dívida pública	-1	n, adj	
Comissão da Câmara aprova divulgação imediata de lista de passageiros após acidentes aéreos	divulgação imediata	1	n, adj	
Tropas Britânicas podem ter recebido sangue contaminado de doadores Americanos	doadores americanos	1	n, adj	
Documentário alemão afirma que Cuba esteve por trás do assassinato de Kennedy	documentário alemão	0	n, adj	
Cúpula das América termina com apenas uma assinatura no documento final	documento final	0	n, adj	
Documento final de conferência sobre educação servirá de base para políticas públicas	documento final	0	n, adj	
Lula defende biocombustíveis, mas tema fica de fora de documento final da cúpula do G8	documento final	0	n, adj	
Chávez chama relatório da OEA sobre eleições venezuelanas de "documento sujo"	documento sujo	-2	n, adj	
Documentos relativos ao deputado João Paulo Cunha (PT) desaparecem da CPI dos Correios do Brasil	documentos relativos	0	n, adj	
Doença isquêmica do coração, derrame e pneumonia são principais causas de morte	doença isquêmica	-2	n, adj	
OMS pede investimentos no combate a doenças tropicais negligenciadas	doenças tropicais	-2	n, adj	
Domingo decisivo na Venezuela	domingo decisivo	0	n, adj	
Alencar é hospitalizado em São Paulo com dores abdominais	dores abdominais	-2	n, adj	
Alencar é hospitalizado em São Paulo com dores abdominais	dores abdominais	-2	n, adj	
Pesquisadores do Butantan desenvolvem anti-inflamatório capaz de aliviar dores crônicas	dores crônicas	-2	n, adj	
Oscar Niemeyer é internado com dores lombares no Rio de Janeiro, mas passa bem e sai do hospital	dores lombares	-2	n, adj	
Obama ganha força para "duelo final" com Hillary	duelo final	1	n, adj	
Copa do Mundo de 2014 e Olimpíadas de 2016 movimentam a economia brasileira	economia brasileira	0	n, adj	
Lula diz que crise imobiliária americana é única coisa que preocupa economia brasileira	economia brasileira	0	n, adj	
Meirelles afima que há sinais de que a economia brasileira saiu da recessão	economia brasileira	0	n, adj	
Preços gerais da economia brasileira fecham o ano com alta de 11,30%	economia brasileira	0	n, adj	
Copa do Mundo de 2014 e Olimpíadas de 2016 movimentam a economia brasileira	economia brasileira	0	n, adj	
Lula diz que crise imobiliária americana é única coisa que preocupa economia brasileira	economia brasileira	0	n, adj	
Meirelles afima que há sinais de que a economia brasileira saiu da recessão	economia brasileira	0	n, adj	
Para diretora-gerente do FMI, economia mundial dá sinais de estabilização	economia mundial	0	n, adj	
No Dia Mundial da Água, Rio lança programa de educação ambiental nas escolas	educação ambiental	1	n, adj	
Ex-ministro Palocci volta culpar Mattoso no caso da quebra do sigilo do caseiro Francenildo e quer disputar a eleição estadual de São Paulo em 2010	eleição estadual	0	n, adj	
ONU diz que é impossível eleição justa no Zimbábue	eleição justa	2	n, adj	
Oposição vence eleição legislativa no Japão	eleição legislativa	1	n, adj	
Não será este ano a eleição presidencial na Angola, diz José Eduardo dos Santos na África do Sul	eleição presidencial	1	n, adj	
Alan García vence Ollanta Humala no segundo turno da eleição presidencial no Peru	eleição presidencial	1	n, adj	
Candidato da oposição vence eleição presidencial marcada pela violência na Costa do Marfim	eleição presidencial	1	n, adj	
Candidato governista vence eleição presidencial na Rússia	eleição presidencial	1	n, adj	
Divulgada pesquisa CNI/IBOPE realizada entre 29 e 31 de Julho referente à eleição presidencial brasileira de 2006	eleição presidencial	1	n, adj	
Esquerda vence eleição presidencial em El Salvador	eleição presidencial	1	n, adj	
Oposicionista Ying-jeou ganha a eleição presidencial de Taiwan	eleição presidencial	1	n, adj	
Prefeito conservador de Varsóvia ganha eleição presidencial na Polônia	eleição presidencial	1	n, adj	
Obama é oficialmente o candidato democrata nas eleições americanas	eleições americanas	1	n, adj	
Lei da Ficha Limpa vale para as eleições brasileiras deste ano	eleições brasileiras	1	n, adj	
Conservadores vencem eleições canadenses	eleições canadenses	1	n, adj	
Autoridades eleitorais mantêm proibição de observadores em eleições egípcias	eleições egípcias	1	n, adj	
Democratas cristãos ganham cadeira extra em Dresden e consolidam vitória nas eleições federais na Alemanha	eleições federais	1	n, adj	
Dia de eleições gerais em Moçambique	eleições gerais	1	n, adj	
Eleições gerais no Paquistão podem ser adiadas	eleições gerais	1	n, adj	
Micheletti estuda se afastar do governo para garantir eleições tranquilas e Zelaya ameaça impugnar as eleições hondurenhas do próximo dia 29	eleições hondurenhas	1	n, adj	
Apesar do atraso, transcorre com tranquilidade eleições legislativas angolanas	eleições legislativas	1	n, adj	
Casal Kirchner é derrotado em eleições legislativas na Argentina	eleições legislativas	1	n, adj	
Coligação de Kirchner ganha eleições legislativas na Argentina	eleições legislativas	1	n, adj	
Partido de Koizumi tem ampla vitória nas eleições legislativas no Japão	eleições legislativas	1	n, adj	
Partidos de oposição se retiram das eleições legislativas na Venezuela	eleições legislativas	1	n, adj	
Vitória do partido de Putin nas eleições legislativas russas	eleições legislativas	1	n, adj	
Candidatos do Partido dos Trabalhadores ameaçam recorrer à Justiça por uso de imagens e sons do presidente Lula nas eleições municipais no Brasil	eleições municipais	1	n, adj	
Sarkozy sofre derrotas em eleições municipais	eleições municipais	1	n, adj	
Trabalhistas sofrem forte revés em eleições municipais no Reino Unido	eleições municipais	1	n, adj	
TSE divulga os resultados das eleições municipais em sete cidades do Brasil	eleições municipais	1	n, adj	
Espanha em eleições neste domingo	eleições neste	1	n, adj	
Hamas vence eleições palestinas	eleições palestinas	1	n, adj	
Esquerda Radical SYRIZA vence as eleições parlamentares na Grécia	eleições parlamentares	1	n, adj	
Irã realiza eleições parlamentares	eleições parlamentares	1	n, adj	
Realizadas eleições parlamentares na Botsuana	eleições parlamentares	1	n, adj	
Afeganistão: eleições presidenciais ocorrem, apesar das ameaças	eleições presidenciais	1	n, adj	
Brasil não reconhecerá resultado de eleições presidenciais em Honduras, diz Amorim	eleições presidenciais	1	n, adj	
Cavaco Silva vence as eleições presidenciais	eleições presidenciais	1	n, adj	
Chile: Eleições presidenciais vão para o segundo turno	eleições presidenciais	1	n, adj	
Eleições presidenciais do Chile seriam em 11 de dezembro	eleições presidenciais	1	n, adj	
Eleições presidenciais vão para o segundo turno	eleições presidenciais	1	n, adj	
IBOPE divulga pesquisa realizada entre 22 e 24 de Julho para as Eleições Presidenciais do Brasil de 2006	eleições presidenciais	1	n, adj	
IBOPE divulga pesquisa realizada entre 25 e 26 de Setembro para as Eleições Presidenciais do Brasil de 2006	eleições presidenciais	1	n, adj	
IBOPE divulga pesquisa realizada entre 29 e 30 de Setembro para as Eleições Presidenciais do Brasil de 2006	eleições presidenciais	1	n, adj	
Karzai vence as eleições presidenciais no Afeganistão	eleições presidenciais	1	n, adj	
Presidente nacional do PSDB diz que o partido vai vencer as eleições presidenciais de 2010 "com Aécio ou Serra"	eleições presidenciais	1	n, adj	
Ban Ki Moon lança apelo nas eleições presidênciais na Guiné-Bissau	eleições presidênciais	1	n, adj	
Micheletti estuda se afastar do governo para garantir eleições tranquilas e Zelaya ameaça impugnar as eleições hondurenhas do próximo dia 29	eleições tranquilas	2	n, adj	
Estudantes anti-chavistas têm ampla vitória em eleições universitárias	eleições universitárias	1	n, adj	
Chávez chama relatório da OEA sobre eleições venezuelanas de "documento sujo"	eleições venezuelanas	1	n, adj	
No último debate entre os presidenciáveis, o eleitor indeciso questiona e os candidatos respondem, entretanto, foi o debate mais tenso	eleitor indeciso	0	n, adj	
Lula visita obras e elogia honestidade de faxineiro	elogia honestidade	2	n, adj	
Presidente deposto retorna a Honduras e se refugia em embaixada brasileira	embaixada brasileira	1	n, adj	
Chineses protestam em frente a embaixada japonesa em Pequim	embaixada japonesa	1	n, adj	
Em represália, EUA expulsam funcionária da embaixada venezuelana	embaixada venezuelana	1	n, adj	
Al Qaeda afirma que assassinou embaixador egípcio	embaixador egípcio	0	n, adj	
Al Qaeda assume autoria do seqüestro de embaixador egípcio	embaixador egípcio	0	n, adj	
Embaixador egípcio é seqüestrado no Iraque	embaixador egípcio	0	n, adj	
Venezuela expulsa embaixador israelense por causa da ofensiva em Gaza	embaixador israelense	0	n, adj	
Embaixador palestino no Brasil diz que não haverá rendição a Israel	embaixador palestino	0	n, adj	
Talibã seqüestra embaixador paquistanês	embaixador paquistanês	0	n, adj	
Chavez e Evo expulsam os seus embaixadores estadounidenses	embaixadores estadounidenses	0	n, adj	
Ação da polícia portuguesa no consulado brasileiro causa embaraço diplomático	embaraço diplomático	-1	n, adj	
Três embarcações brasileiras de patrulha marítima serão entregues à Namíbia	embarcações brasileiras	0	n, adj	
Três embarcações brasileiras de patrulha marítima serão entregues à Namíbia	embarcações brasileiras	0	n, adj	
Lula vai conversar com Obama sobre renovação de embargo comercial a Cuba	embargo comercial	-1	n, adj	
Lula vai conversar com Obama sobre renovação de embargo comercial a Cuba	embargo comercial	-1	n, adj	
Argentina decreta estado de emergência agrícola por seca	emergência agrícola	-1	n, adj	
Emprego industrial cai 0,4% em março, diz IBGE	emprego industrial	1	n, adj	
9.388 mil novos empregos federais	empregos federais	1	n, adj	
Uma empresa espanhola distribuiu um xarope que havia causado a morte de 142 panamenhos	empresa espanhola	0	n, adj	
Empresário brasileiro confirma empréstimo de avião para suposta "Operação Cuba"	empresário brasileiro	0	n, adj	
Documentos do brasileiro Banco Rural mostram quem sacou dinheiro das contas das empresas de empresário suspeito do mensalão	empresário suspeito	-2	n, adj	
Empresários brasileiros buscarão negócios na Arábia Saudita e nos Emirados Árabes	empresários brasileiros	0	n, adj	
Empresários turcos visitam o Brasil depois de viagem de Lula	empresários turcos	0	n, adj	
Empresários turcos visitam o Brasil depois de viagem de Lula	empresários turcos	0	n, adj	
Supremo adia decisão sobre monopólio dos Correios nos serviços postais; Empresas privadas e manifestantes protestam contra monopólio dos Correios nos serviços de encomendas expressas	encomendas expressas	0	n, adj	
Brasil vai emprestar energia elétrica à Argentina	energia elétrica	0	n, adj	
Indígenas mantêm um refém no Maranhão para cobrar acesso à energia elétrica	energia elétrica	0	n, adj	
Brasil vai emprestar energia elétrica à Argentina	energia elétrica	0	n, adj	
Indígenas mantêm um refém no Maranhão para cobrar acesso à energia elétrica	energia elétrica	0	n, adj	
Lula defende que Irã use energia nuclear apenas para fins pacíficos	energia nuclear	-1	n, adj	
Lula defende que Irã use energia nuclear apenas para fins pacíficos	energia nuclear	-1	n, adj	
Greenpeace recolhe assinaturas para proteger a Amazônia e promover energia renovável	energia renovável	1	n, adj	
Greenpeace recolhe assinaturas para proteger a Amazônia e promover energia renovável	energia renovável	1	n, adj	
Engenheiro sul-africano que morreu no Rio tinha febre maculosa, diz Fiocruz	engenheiro sul-africano	0	n, adj	
Estados têm 15 dias para sugerir mudanças no programa de inovação do ensino médio	ensino médio	0	n, adj	
Serviço de Imigração de Angola impede entrada ilegal no país	entrada ilegal	-2	n, adj	
Kofi Annan critica a imprensa em sua última entrevista colectiva do ano	entrevista colectiva	0	n, adj	
Presidente Lula do Brasil dá a primeira entrevista coletiva do seu governo	entrevista coletiva	0	n, adj	
Reino Unido prende três homens acusados de envio ilegal de lixo para o Brasil	envio ilegal	-2	n, adj	
Reino Unido prende três homens acusados de envio ilegal de lixo para o Brasil	envio ilegal	-2	n, adj	
Sergipe tem 20 municípios com epidemia crítica de dengue	epidemia crítica	-2	n, adj	
Barack Obama anuncia sua equipe econômica	equipe econômica	0	n, adj	
Equipe econômica não está preocupada com possível aumento da taxa de juros pelo Banco Central	equipe econômica	0	n, adj	
Portugal Telecom envolvida no escândalo brasileiro	escândalo brasileiro	-2	n, adj	
TAP e Varig são envolvidas no escândalo brasileiro	escândalo brasileiro	-2	n, adj	
Spitzer renuncia ao cargo, após escândalo sexual	escândalo sexual	-2	n, adj	
Prefeitura de São Paulo entrega uniformes errados nas escolas infantis	escolas infantis	0	n, adj	
Por ?insulto real? escritor australiano é sentenciado a 3 anos de cárcere na Tailândia	escritor australiano	0	n, adj	
Ministro da Justiça brasileiro concede refúgio a escritor italiano	escritor italiano	0	n, adj	
Morre aos 74 anos, o escritor uruguaio Eduardo Galeano	escritor uruguaio	0	n, adj	
Morre aos 85 anos, atriz, cantora e escritora brasileira Odete Lara	escritora brasileira	0	n, adj	
Macau poderá ter escritório comercial paulistano	escritório comercial	0	n, adj	
Ministro Nelson Jobim defende punições aos jornalistas que divulgam conteúdo de escuta ilegal	escuta ilegal	-2	n, adj	
Juízes que investigam o mensalão reclamam de escutas telefônicas	escutas telefônicas	-1	n, adj	
Instituto de Traumatologia alerta para cuidados com esão por esforço repetitivo	esforço repetitivo	-1	n, adj	
Erupção do vulcão na Islândia causa fechamento do espaço aéreo na Europa	espaço aéreo	0	n, adj	
EUA efectuam voos de reconhecimento no espaço aéreo da Síria	espaço aéreo	0	n, adj	
Erupção do vulcão na Islândia causa fechamento do espaço aéreo na Europa	espaço aéreo	0	n, adj	
Governo da Venezuela fechou três radios para "democratizar o espaço eletromagnético"	espaço eletromagnético	0	n, adj	
Esquadrão anti-bombas detona material suspeito encontrado no Senado Federal brasileiro	esquadrão anti-bombas	0	n, adj	
Governador do estado brasileiro da Paraíba tem seu mandato cassado pelo TSE	estado brasileiro	0	n, adj	
Suplente de senador defende a criação de novo estado brasileiro	estado brasileiro	0	n, adj	
Príncipe Johan Friso da Holanda segue em estado crítico	estado crítico	-2	n, adj	
O antigo presidente indonésio Suharto, está em estado grave	estado grave	-3	n, adj	
49 pessoas morrem, 600 ficam feridos, dos quais 400 em estado grave, em grave acidente de trem em Buenos Aires, na Argentina	estado grave	-3	n, adj	
Estado Islâmico captura base aérea Síria	estado islâmico	0	n, adj	
Militantes do Estado Islâmico decapitam o jornalista estadounidense	estado islâmico	0	n, adj	
Síria: Estado Islâmico a um passo da conquista de Kobane	estado islâmico	0	n, adj	
Presidente do Superior Tribunal de Justiça disse que o Brasil está a largos passos de um Estado nazista	estado nazista	-1	n, adj	
Depois do Brasil, governo da Argentina reconhece a existência do Estado palestino	estado palestino	0	n, adj	
Governo brasileiro reconhece Estado palestino com fronteiras existentes em 1967	estado palestino	0	n, adj	
Golpe de Estado provoca retração econômica em Honduras	estado provoca	-1	n, adj	
Golpe de Estado provoca retração econômica em Honduras	estado provoca	-1	n, adj	
7 Estados brasileiros detém 75% do PIB nacional	estados brasileiros	0	n, adj	
Apagão afeta dez estados brasileiros	estados brasileiros	0	n, adj	
Febre aftosa ameaça se espalhar por estados brasileiros	estados brasileiros	0	n, adj	
Apagão afeta dez estados brasileiros	estados brasileiros	0	n, adj	
Paralisação de professores alcança 22 estados brasileiros	estados brasileiros	0	n, adj	
Estatística nomeia Clinton e Bush como pessoas "mais admiradas"	estatística nomeia	0	n, adj	
Lula sanciona lei que proíbe o comércio de bebidas nas estradas rurais	estradas rurais	0	n, adj	
Estudantes anti-chavistas têm ampla vitória em eleições universitárias	estudantes anti-chavistas	-1	n, adj	
Estudantes chilenos estão em greve de fome	estudantes chilenos	0	n, adj	
Novo aeroporto de Lisboa tem luz verde do estudo ambiental	estudo ambiental	1	n, adj	
Proposta de zoneamento da cana-de-açúcar reduzirá resistência ao etanol brasileiro no exterior, avalia Minc	etanol brasileiro	0	n, adj	
Proposta de zoneamento da cana-de-açúcar reduzirá resistência ao etanol brasileiro no exterior, avalia Minc	etanol brasileiro	0	n, adj	
Conselho de Ética absolve deputado Sandro Mabel	ética absolve	1	n, adj	
Corpo errado foi cremado no funeral do eurodeputado britânico Philip Bradbourn	eurodeputado britânico	0	n, adj	
Corpo errado foi cremado no funeral do eurodeputado britânico Philip Bradbourn	eurodeputado britânico	0	n, adj	
Pelo menos 73 mortos e mil feridos por distúrbios em eventos esportivos no Egito	eventos esportivos	1	n, adj	
Segundo exame descarta suspeita de ebola no Brasil	exame descarta	0	n, adj	
Exército colombiano localiza três reféns das Farc	exército colombiano	0	n, adj	
The Times publica notas sobre suborno de militantes do Talibam para não atacarem o exército italiano	exército italiano	0	n, adj	
Ex-homem forte de Lula, deputado José Dirceu é cassado	ex-homem forte	1	n, adj	
Ex-líder chadiano recebe condenação à morte	ex-líder chadiano	0	n, adj	
Ex-líder sérvio na Bósnia se recusa responder às acusações que pesam no Tribunal de Haia	ex-líder sérvio	0	n, adj	
Ex-ministro brasileiro da Casa Civil disse que vai processar deputado brasileiro	ex-ministro brasileiro	0	n, adj	
Ex-ministro português Antonio Mexia e Marcos Valério se contradizem quanto à natureza de encontro	ex-ministro português	0	n, adj	
Piora a estimativa para as exportações brasileiras em 2009	exportações brasileiras	1	n, adj	
Morre a ex-premiê britânica Margaret Thatcher	ex-premiê britânica	0	n, adj	
Primeiro-ministro da Espanha busca na América Latina apoio contra expropriação argentina	expropriação argentina	-1	n, adj	
Primeiro-ministro da Espanha busca na América Latina apoio contra expropriação argentina	expropriação argentina	-1	n, adj	
Ex-secretário geral do PT deve prestar depoimento nesta terça-feira para parlamentares brasileiros	ex-secretário geral	0	n, adj	
Ex-soldado americano é acusado de estupro e assassinato	ex-soldado americano	0	n, adj	
Encerra o leilão de objetos pessoais dos franceses, o falecido estilista Yves Saint Laurent e o empresário Pierre Bergé	falecido estilista	-3	n, adj	
Encerra o leilão de objetos pessoais dos franceses, o falecido estilista Yves Saint Laurent e o empresário Pierre Bergé	falecido estilista	-3	n, adj	
Morre os 57 a atriz Mara Manzan de falência pulmonar	falência pulmonar	-3	n, adj	
Libertada família alemã raptada no Iémen	família alemã	0	n, adj	
Presidente de Portugal participa de eventos dos 200 anos da chegada da família real ao Brasil	família real	0	n, adj	
Febre aftosa ameaça se espalhar por estados brasileiros	febre aftosa	-2	n, adj	
Lula disse que foco de febre aftosa já foi debelado	febre aftosa	-2	n, adj	
Mato Grosso do Sul é reconhecido como livre de febre aftosa com vacinação	febre aftosa	-2	n, adj	
Novos casos de febre aftosa são descobertos no Brasil	febre aftosa	-2	n, adj	
Agência Brasil:"Brasil não tem sequer surto de febre amarela, explica virologista "	febre amarela	-2	n, adj,]	
Alerta no Brasil por febre amarela	febre amarela	-2	n, adj,]	
Após morte de morador por febre amarela, prefeitura convoca para vacinação	febre amarela	-2	n, adj,]	
Confirmada morte por febre amarela em Brasília	febre amarela	-2	n, adj,]	
Goiás confirma segunda morte por febre amarela	febre amarela	-2	n, adj,]	
Homem morre com suspeita de febre amarela	febre amarela	-2	n, adj,]	
Ministro da Saúde do Brasil diz que não há risco de epidemia de febre amarela	febre amarela	-2	n, adj,]	
Morre em Goiás espanhol com suspeita de febre amarela	febre amarela	-2	n, adj,]	
Morre homem com suspeita de febre amarela no DF	febre amarela	-2	n, adj	
Mulher morre em Pernambuco com suspeita de febre amarela	febre amarela	-2	n, adj,]	
Outro caso suspeito de febre amarela no interior de São Paulo	febre amarela	-2	n, adj,]	
São Paulo tem primeiro caso de febre amarela	febre amarela	-2	n, adj,]	
Suspeita de febre amarela no interior de São Paulo	febre amarela	-2	n, adj,]	
Último balanço do Ministério da Saúde sobre a febre amarela no Brasil	febre amarela	-2	n, adj	
Engenheiro sul-africano que morreu no Rio tinha febre maculosa, diz Fiocruz	febre maculosa	-2	n, adj	
Peru registra 11 mortes por gripe suína e governo adia desfiles militares em feriado nacional	feriado nacional	1	n, adj	
Peru registra 11 mortes por gripe suína e governo adia desfiles militares em feriado nacional	feriado nacional	1	n, adj	
Número de feriados nacionais no Brasil divide opiniões	feriados nacionais	1	n, adj	
Governos estaduais do Brasil decidem se prorrogam férias escolares	férias escolares	1	n, adj	
Movimento busca apoio para projeto contra candidatos com ficha suja	ficha suja	-1	n, adj	
Marina Silva adia para amanhã decisão sobre filiação partidária e concorrer nas próximas eleições	filiação partidária	0	n, adj	
Morre aos 78 anos o filósofo marxista Leandro Konder	filósofo marxista	0	n, adj	
Lula diz acreditar na possibilidade de "final feliz" para Rodada Doha	final feliz	2	n, adj	
Lula diz acreditar na possibilidade de "final feliz" para Rodada Doha	final feliz	2	n, adj	
Lula defende que Irã use energia nuclear apenas para fins pacíficos	fins pacíficos	2	n, adj	
Lula defende que Irã use energia nuclear apenas para fins pacíficos	fins pacíficos	2	n, adj	
Ações de fiscalização sanitária são reforçadas na fronteira do Brasil com a Argentina, incluindo os caminhoneiros que entram no Rio Grande do Sul	fiscalização sanitária	1	n, adj	
Fluxo cambial do Brasil continua positivo nos primeiros dias de julho	fluxo cambial	0	n, adj	
Governo americano critica lançamento de foguete espacial iraniano	foguete espacial	0	n, adj	
Japão prepara-se para interceptar foguete norte-coreano	foguete norte-coreano	0	n, adj	
Uribe rechaça proposta de Correa de reconhecer FARC como "força beligerante"	força beligerante	-1	n, adj	
Liderança africana debate força militar conjunta	força militar	0	n, adj	
Presidente do Iraque espera que forças norte-americanas saiam dentro de 2 anos	forças norte-americanas	0	n, adj	
Forças sírias saem do Líbano	forças sírias	0	n, adj	
EUA temem que armas vendidas para Venezuela acabem nas mãos de forças terroristas	forças terroristas	-2	n, adj	
Brasileiros e portugueses participam no Rio de fórum econômico	fórum econômico	0	n, adj	
Fórum Econômico Mundial anuncia criação de Projeto de Cooperação Global	fórum econômico	0	n, adj	
Fórum Econômico Mundial começa em Davos com foco na crise financeira	fórum econômico	0	n, adj	
Fórum Econômico Mundial da América Latina discute crise financeira	fórum econômico	0	n, adj	
Fórum Econômico Mundial anuncia criação de Projeto de Cooperação Global	fórum econômico	0	n, adj	
Fórum Econômico Mundial começa em Davos com foco na crise financeira	fórum econômico	0	n, adj	
Fórum Econômico Mundial da América Latina discute crise financeira	fórum econômico	0	n, adj	
Reuters dispensa fotógrafo libanês	fotógrafo libanês	0	n, adj	
Hábito entre adolescentes de tirar e postar fotos sensuais na internet preocupa o MPF	fotos sensuais	1	n, adj	
PF deflagra Operação Alquimia que investiga fraude tributária estimada em R$1 bilhão em 17 estados	fraude tributária	-2	n, adj	
Freiras italianas sequestradas na Somália afirmam que foram bem-tratadas	freiras italianas	0	n, adj	
